Gene,Gene name,TLS23A/AGGGTA,TLS23A/GTTAGG,TLS23B/AGGGTA,TLS23B/GTTAGG,TLS23D/AGGGTA,TLS23D/GTTAGG,TLS23E/AGGGTA,TLS23E/GTTAGG,TLS23F/AGGGTA,TLS23F/GTTAGG
ENSMUSG00000016559.15,H3f3b,24,2,22,15,14,4,37,8,19,3
ENSMUSG00000020770.14,Unk,2,1,5,3,7,5,3,2,6,1
ENSMUSG00000034341.18,Wbp2,111,33,121,53,110,29,167,40,129,14
ENSMUSG00000054517.10,Trim65,4,2,3,0,1,0,5,3,2,1
ENSMUSG00000020775.14,Mrpl38,3,1,1,0,2,2,6,1,1,1
ENSMUSG00000020776.19,Fbf1,12,3,8,5,8,0,9,1,4,1
ENSMUSG00000020777.17,Acox1,17,7,23,19,31,5,34,6,28,0
ENSMUSG00000020778.13,Ten1,6,2,1,1,5,3,3,1,4,0
ENSMUSG00000034282.4,Evpl,0,1,1,1,2,0,3,0,2,0
ENSMUSG00000020780.16,Srp68,4,2,8,7,11,2,14,3,12,2
ENSMUSG00000020793.6,Galr2,1,0,0,0,0,0,0,0,1,0
ENSMUSG00000020792.16,Exoc7,9,6,19,6,11,2,17,2,17,2
ENSMUSG00000034227.8,Foxj1,1,0,2,1,0,0,1,0,1,0
ENSMUSG00000052949.15,Rnf157,66,24,58,23,55,9,80,18,65,19
ENSMUSG00000015869.17,Prpsap1,11,3,9,6,8,1,11,2,6,1
ENSMUSG00000020802.9,Ube2o,30,7,20,18,19,10,28,9,27,4
ENSMUSG00000020806.16,Rhbdf2,1,0,1,0,0,1,2,0,0,0
ENSMUSG00000020810.6,Cygb,21,5,25,14,26,2,40,5,33,5
ENSMUSG00000075410.14,Prcd,5,3,2,3,2,1,5,6,8,1
ENSMUSG00000057286.7,St6galnac2,1,0,1,0,0,1,3,0,2,0
ENSMUSG00000020814.14,Mxra7,13,3,21,4,16,3,29,3,14,1
ENSMUSG00000056962.12,Jmjd6,6,4,6,2,6,1,5,0,3,4
ENSMUSG00000090266.11,Mettl23,3,0,1,0,0,0,0,0,0,0
ENSMUSG00000034120.19,Srsf2,10,1,21,3,1,3,9,1,7,0
ENSMUSG00000020818.17,Mfsd11,1,0,3,0,2,0,2,0,4,1
ENSMUSG00000043857.17,Mgat5b,20,4,10,11,11,2,19,4,21,5
ENSMUSG00000020823.17,Sec14l1,58,17,54,21,37,13,107,17,61,11
ENSMUSG00000059248.14,Septin9,9,3,10,10,2,3,13,3,11,0
ENSMUSG00000085419.2,Gm11734,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000054418.7,2900041M22Rik,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000025571.14,Tnrc6c,41,9,41,29,30,4,50,7,23,6
ENSMUSG00000025572.19,Tmc6,1,0,0,1,0,0,0,0,0,1
ENSMUSG00000025574.14,Tk1,0,1,1,0,0,0,0,0,0,0
ENSMUSG00000017718.16,Afmid,1,0,0,0,1,0,0,0,0,0
ENSMUSG00000017715.12,Pgs1,4,1,3,4,3,0,6,0,9,1
ENSMUSG00000017132.18,Cyth1,8,0,9,2,8,1,8,1,4,1
ENSMUSG00000033909.18,Usp36,3,1,11,4,6,1,14,2,5,3
ENSMUSG00000017466.10,Timp2,22,15,60,36,29,13,39,10,30,7
ENSMUSG00000033880.12,Lgals3bp,1,0,2,1,1,2,0,2,1,1
ENSMUSG00000025575.15,Cant1,9,1,14,6,11,3,13,1,7,1
ENSMUSG00000033857.13,Engase,4,2,2,0,0,0,3,1,2,2
ENSMUSG00000025576.18,Rbfox3,14,5,7,7,8,3,12,5,11,3
ENSMUSG00000025578.10,Cbx8,6,1,3,0,2,0,3,0,3,0
ENSMUSG00000039989.8,Cbx4,15,3,20,9,18,1,14,2,22,2
ENSMUSG00000039976.5,Tbc1d16,10,0,11,5,10,3,10,4,10,0
ENSMUSG00000085548.2,Gm11753,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000025579.15,Gaa,36,24,54,50,39,28,75,25,32,26
ENSMUSG00000025580.16,Eif4a3,2,0,1,2,6,0,3,0,3,0
ENSMUSG00000005043.14,Sgsh,2,0,0,3,2,1,1,1,1,0
ENSMUSG00000039908.15,Slc26a11,0,2,4,0,1,1,4,0,0,2
ENSMUSG00000070327.15,Rnf213,3,0,13,2,4,3,5,0,3,2
ENSMUSG00000039850.17,Endov,2,0,6,4,5,1,6,0,3,1
ENSMUSG00000025582.5,Nptx1,25,9,44,17,28,8,41,12,30,9
ENSMUSG00000025583.16,Rptor,20,8,32,15,32,5,44,10,31,10
ENSMUSG00000025371.13,Chmp6,2,1,3,0,2,1,5,0,1,0
ENSMUSG00000086924.2,Gm11766,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000025372.17,Baiap2,1,2,5,3,6,1,10,2,2,3
ENSMUSG00000025375.16,Aatk,50,11,41,15,42,8,73,8,34,13
ENSMUSG00000039781.15,Cep131,2,0,0,1,1,0,6,1,1,0
ENSMUSG00000025377.15,Tepsin,3,0,3,0,1,1,6,0,1,0
ENSMUSG00000078572.4,Ndufaf8,1,0,1,0,0,1,0,0,0,1
ENSMUSG00000061306.17,Slc38a10,12,5,12,12,10,6,24,4,9,4
ENSMUSG00000043993.7,2900052L18Rik,0,1,2,2,0,0,0,0,0,0
ENSMUSG00000039741.16,Bahcc1,16,3,23,7,14,9,25,1,20,2
ENSMUSG00000025380.3,Fscn2,2,0,0,1,1,1,2,1,0,0
ENSMUSG00000025384.16,Faap100,5,0,6,1,1,0,3,5,4,1
ENSMUSG00000039703.16,Nploc4,21,3,10,8,11,4,10,3,14,1
ENSMUSG00000039691.11,Tspan10,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000025386.3,Pde6g,185,80,70,71,153,92,225,110,138,52
ENSMUSG00000049957.15,Ccdc137,1,1,3,1,3,0,2,2,2,0
ENSMUSG00000057594.13,Arl16,1,0,1,2,0,0,1,0,0,1
ENSMUSG00000025793.18,Hgs,20,8,29,11,22,9,40,6,24,3
ENSMUSG00000039640.8,Mrpl12,1,1,2,3,5,0,1,0,1,0
ENSMUSG00000025792.10,Slc25a10,1,0,2,2,1,0,5,3,3,1
ENSMUSG00000061111.9,Mcrip1,8,0,4,2,7,1,11,3,11,1
ENSMUSG00000025130.12,P4hb,16,7,17,9,13,6,11,2,18,2
ENSMUSG00000025132.14,Arhgdia,22,7,22,12,23,14,33,3,28,7
ENSMUSG00000025134.3,Alyref,1,0,4,2,2,1,0,1,2,0
ENSMUSG00000025135.13,Anapc11,4,3,3,3,7,1,9,3,3,0
ENSMUSG00000025137.16,Pcyt2,4,0,8,2,8,0,6,2,3,0
ENSMUSG00000025138.15,Sirt7,1,0,3,1,2,0,2,0,0,0
ENSMUSG00000051510.14,Mafg,12,5,16,13,5,6,12,4,13,1
ENSMUSG00000025142.19,Aspscr1,7,0,2,4,5,0,8,3,3,3
ENSMUSG00000025144.18,Cenpx,0,2,0,3,3,1,3,1,0,0
ENSMUSG00000025145.14,Lrrc45,1,0,1,1,2,0,0,0,0,0
ENSMUSG00000018012.12,Rac3,4,4,4,1,3,0,6,0,3,0
ENSMUSG00000025158.8,Rfng,3,2,4,5,6,2,9,0,7,0
ENSMUSG00000025155.16,Dus1l,3,0,1,0,1,0,2,1,3,0
ENSMUSG00000025153.10,Fasn,146,49,152,55,147,44,230,48,155,35
ENSMUSG00000048445.7,Ccdc57,0,1,0,0,0,1,2,0,1,0
ENSMUSG00000025161.17,Slc16a3,3,2,6,2,4,3,9,1,5,1
ENSMUSG00000025162.19,Csnk1d,18,5,15,10,15,7,13,4,15,3
ENSMUSG00000025169.7,Ogfod3,1,1,0,0,0,1,0,1,1,0
ENSMUSG00000039307.17,Hexdc,3,1,0,0,2,0,0,1,1,0
ENSMUSG00000039294.15,Cybc1,1,1,3,0,0,0,0,0,1,1
ENSMUSG00000000056.8,Narf,19,2,18,10,17,4,20,5,19,3
ENSMUSG00000039275.10,Foxk2,19,5,19,9,16,1,20,9,15,4
ENSMUSG00000025173.14,Wdr45b,3,2,5,3,3,0,10,2,3,0
ENSMUSG00000039253.8,Fn3krp,7,2,7,4,8,2,16,3,8,2
ENSMUSG00000025175.13,Fn3k,2,0,2,0,1,0,3,0,3,2
ENSMUSG00000039238.7,Zfp750,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000039230.15,Tbcd,4,4,9,7,8,5,8,2,5,2
ENSMUSG00000046605.15,B3gntl1,1,1,1,0,1,0,2,0,1,0
ENSMUSG00000084401.2,Gm12586,1,0,2,1,0,1,0,0,0,0
ENSMUSG00000079179.10,Rab10os,2,0,8,1,5,0,3,0,6,0
ENSMUSG00000020671.10,Rab10,19,5,24,4,15,2,20,6,15,2
ENSMUSG00000020668.11,Kif3c,26,6,25,8,20,7,27,8,30,9
ENSMUSG00000037486.19,Asxl2,11,5,27,2,18,4,14,3,12,2
ENSMUSG00000071454.14,Dtnb,10,2,8,6,4,2,16,3,5,0
ENSMUSG00000092286.2,Dtnbos,1,0,1,1,0,0,1,0,0,0
ENSMUSG00000020661.16,Dnmt3a,96,21,94,33,67,30,103,29,78,18
ENSMUSG00000020658.11,Efr3b,15,9,18,14,13,4,23,9,24,7
ENSMUSG00000020657.17,Dnajc27,27,11,35,11,26,5,27,8,28,5
ENSMUSG00000020654.16,Adcy3,6,4,3,6,1,2,6,1,4,1
ENSMUSG00000096199.3,Ptrhd1,1,0,1,1,1,0,0,0,2,0
ENSMUSG00000020647.11,Ncoa1,45,23,55,29,46,13,68,16,43,10
ENSMUSG00000118449.2,Gm3625,2,0,1,1,0,0,1,0,0,0
ENSMUSG00000111971.2,Gm48678,1,0,1,0,1,0,1,0,0,0
ENSMUSG00000020640.11,Itsn2,10,2,5,7,7,3,16,2,4,4
ENSMUSG00000037361.9,Sf3b6,2,2,0,0,0,1,2,0,1,0
ENSMUSG00000020635.9,Fkbp1b,1,1,1,1,0,1,0,0,2,0
ENSMUSG00000051721.7,Wdcp,6,0,7,3,0,0,4,1,4,0
ENSMUSG00000037336.15,Mfsd2b,1,1,2,2,0,0,0,1,0,0
ENSMUSG00000020634.13,Ubxn2a,7,2,7,1,3,2,8,1,5,1
ENSMUSG00000052812.6,Atad2b,15,2,24,3,12,4,13,2,9,1
ENSMUSG00000020627.11,Klhl29,7,3,6,4,7,5,19,3,6,1
ENSMUSG00000037735.8,2810032G03Rik,1,1,0,0,1,0,0,0,1,0
ENSMUSG00000112404.2,Gm32442,1,1,0,0,0,0,0,0,1,0
ENSMUSG00000037669.16,Ldah,4,0,1,2,8,0,5,1,2,1
ENSMUSG00000020605.10,Hs1bp3,1,0,3,0,6,0,3,2,3,1
ENSMUSG00000054364.6,Rhob,10,6,9,7,13,2,16,5,9,1
ENSMUSG00000020594.15,Pum2,45,10,53,19,33,8,55,6,36,7
ENSMUSG00000020585.5,Laptm4a,4,3,12,9,9,2,20,2,5,2
ENSMUSG00000066643.13,Wdr35,5,0,3,2,9,4,6,4,7,2
ENSMUSG00000020621.7,Rdh14,2,0,0,0,2,2,2,0,6,0
ENSMUSG00000020608.8,Smc6,3,2,2,0,2,0,6,1,4,0
ENSMUSG00000054459.9,Vsnl1,16,4,17,15,16,8,18,7,16,2
ENSMUSG00000113275.2,Tubb2a-ps2,1,0,0,0,0,0,0,0,2,0
ENSMUSG00000114136.2,4921511I17Rik,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000020589.18,Cyria,22,7,25,3,8,2,24,6,20,2
ENSMUSG00000037149.11,Ddx1,19,9,8,11,22,7,21,4,11,6
ENSMUSG00000020576.11,Nbas,19,6,12,8,5,7,28,6,22,1
ENSMUSG00000020607.8,Lratd1,1,1,4,4,3,0,3,0,4,1
ENSMUSG00000020601.9,Trib2,13,13,21,5,21,5,29,7,14,3
ENSMUSG00000020593.17,Lpin1,10,0,8,6,9,2,17,2,5,2
ENSMUSG00000036523.17,Greb1,1,0,4,5,3,0,6,1,2,0
ENSMUSG00000057469.9,E2f6,3,2,4,2,0,0,5,1,1,0
ENSMUSG00000020580.11,Rock2,13,8,21,11,19,5,21,1,15,4
ENSMUSG00000045679.15,Pqlc3,2,1,2,1,0,0,0,0,0,0
ENSMUSG00000051726.7,Kcnf1,1,1,2,1,1,0,8,0,1,0
ENSMUSG00000020571.14,Pdia6,6,0,3,1,2,1,3,1,2,0
ENSMUSG00000061458.10,Nol10,4,0,1,2,2,1,9,0,2,0
ENSMUSG00000071379.3,Hpcal1,4,3,2,5,7,2,11,2,12,3
ENSMUSG00000113536.2,Gm49327,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000112994.2,Gm46312,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000116815.2,Gm49760,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000085642.9,3110053B16Rik,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000052632.17,Asap2,10,1,24,10,16,3,19,5,9,1
ENSMUSG00000092373.2,Gm20535,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000054309.10,Cpsf3,6,1,3,1,6,4,9,2,8,1
ENSMUSG00000062054.8,Iah1,1,0,0,0,1,1,3,0,0,0
ENSMUSG00000052593.17,Adam17,1,1,2,2,0,0,1,0,0,0
ENSMUSG00000076432.14,Ywhaq,4,3,6,3,3,1,2,1,3,0
ENSMUSG00000073158.5,9030624G23Rik,0,1,0,0,0,0,1,0,0,0
ENSMUSG00000113403.2,Gm9315,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000059669.9,Taf1b,1,0,0,3,3,0,2,0,3,0
ENSMUSG00000066553.6,Gm6969,1,1,1,0,0,0,0,2,1,0
ENSMUSG00000020653.13,Klf11,3,1,7,2,0,0,5,0,1,0
ENSMUSG00000062563.16,Cys1,1,0,1,0,1,0,3,0,2,0
ENSMUSG00000020646.18,Mboat2,12,4,12,3,5,0,14,1,7,0
ENSMUSG00000036333.12,Kidins220,70,26,71,42,60,14,87,19,48,14
ENSMUSG00000020644.10,Id2,1,0,1,2,5,1,6,0,1,0
ENSMUSG00000020642.14,Rnf144a,1,0,2,1,6,0,2,0,1,0
ENSMUSG00000094002.4,Gm9866,1,0,1,0,2,0,1,0,1,0
ENSMUSG00000063632.7,Sox11,5,2,2,1,4,2,2,2,3,1
ENSMUSG00000020630.10,Rnaseh1,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000020629.13,Adi1,0,1,5,0,2,1,3,1,2,0
ENSMUSG00000020628.17,Trappc12,5,6,13,7,15,1,17,5,14,1
ENSMUSG00000036613.9,Eipr1,5,0,6,3,1,1,3,3,4,1
ENSMUSG00000112390.2,Gm20208,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000112663.2,C630031E19Rik,1,0,1,2,0,0,1,0,0,0
ENSMUSG00000061911.16,Myt1l,21,11,21,10,15,8,29,3,22,0
ENSMUSG00000020674.18,Pxdn,2,0,7,3,1,0,4,0,2,1
ENSMUSG00000020672.15,Sntg2,1,0,1,1,2,0,0,1,1,0
ENSMUSG00000043061.11,Tmem18,3,1,4,2,0,0,5,0,3,0
ENSMUSG00000044573.17,Acp1,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000020669.16,Sh3yl1,2,1,3,1,1,1,2,0,2,0
ENSMUSG00000002900.18,Lamb1,5,0,4,3,7,2,5,5,5,4
ENSMUSG00000020664.11,Dld,5,1,2,1,6,1,12,0,0,0
ENSMUSG00000020659.17,Cbll1,6,0,12,3,2,0,3,4,3,0
ENSMUSG00000035933.6,Cog5,10,3,11,2,7,2,8,0,4,1
ENSMUSG00000044067.8,Gpr22,3,0,7,2,1,0,4,1,1,1
ENSMUSG00000002996.18,Hbp1,2,2,6,1,3,0,4,0,5,0
ENSMUSG00000002997.16,Prkar2b,1,1,4,5,0,2,3,2,10,0
ENSMUSG00000020573.18,Pik3cg,0,1,0,0,0,1,0,0,0,0
ENSMUSG00002076203.1,7SK,1,0,3,0,2,0,3,0,1,0
ENSMUSG00000090946.4,Ccdc71l,3,0,4,2,1,0,3,0,1,0
ENSMUSG00000020572.9,Nampt,5,0,11,3,3,3,9,1,7,0
ENSMUSG00000020570.16,Sypl,5,1,1,2,2,0,2,1,1,0
ENSMUSG00000052125.17,F730043M19Rik,1,1,2,0,0,1,2,2,1,0
ENSMUSG00000079143.4,Atxn7l1os1,1,0,2,1,0,0,0,0,1,0
ENSMUSG00000020564.18,Atxn7l1,7,0,8,1,4,0,8,1,3,2
ENSMUSG00000020561.9,Polr1f,3,1,0,1,1,0,1,1,0,0
ENSMUSG00000004698.12,Hdac9,26,3,25,11,18,3,23,3,16,3
ENSMUSG00000020590.17,Snx13,6,3,9,2,6,0,6,1,3,1
ENSMUSG00000019256.18,Ahr,4,6,8,4,13,4,7,2,9,2
ENSMUSG00000020577.18,Tspan13,11,3,23,7,11,5,18,4,15,2
ENSMUSG00000020547.6,Bzw2,5,1,3,0,5,2,8,2,3,1
ENSMUSG00000036188.5,Ankmy2,8,4,8,5,8,3,12,4,5,0
ENSMUSG00000036169.7,Sostdc1,1,0,0,1,2,0,0,0,0,0
ENSMUSG00000043153.7,Crppa,1,0,0,0,1,0,5,0,1,0
ENSMUSG00000036095.12,Dgkb,2,2,3,1,5,1,9,0,8,0
ENSMUSG00000112967.2,4930428E07Rik,3,0,2,0,0,0,0,0,0,0
ENSMUSG00000004151.18,Etv1,3,1,3,1,1,1,2,0,2,2
ENSMUSG00000047446.19,Arl4a,2,1,0,0,2,0,2,0,0,0
ENSMUSG00000001627.13,Ifrd1,2,1,4,0,1,0,0,0,1,0
ENSMUSG00000055917.16,Zfp277,3,0,0,2,0,0,4,0,3,0
ENSMUSG00000035954.11,Dock4,10,0,11,2,3,1,7,2,3,0
ENSMUSG00000036295.6,Lrrn3,21,5,38,8,17,5,43,5,17,2
ENSMUSG00000014905.5,Dnajb9,2,2,10,1,1,0,4,0,3,0
ENSMUSG00000036257.16,Pnpla8,5,2,12,9,10,4,9,2,10,0
ENSMUSG00000020598.17,Nrcam,44,17,59,38,52,14,54,16,58,13
ENSMUSG00000046314.17,Stxbp6,5,1,10,2,5,1,5,1,3,4
ENSMUSG00000021047.8,Nova1,17,5,27,7,6,1,13,5,7,3
ENSMUSG00000112358.2,Gm33869,1,0,2,0,1,0,1,0,0,0
ENSMUSG00000098219.2,Gm7481,2,0,0,1,0,0,1,1,1,1
ENSMUSG00000002688.9,Prkd1,3,1,3,5,5,1,2,3,3,1
ENSMUSG00000035293.14,G2e3,1,0,3,1,0,0,0,0,3,0
ENSMUSG00000020952.11,Scfd1,2,0,5,2,2,0,8,0,1,0
ENSMUSG00000020953.18,Coch,4,0,2,4,1,1,6,0,3,0
ENSMUSG00000020954.17,Strn3,8,2,12,13,10,1,7,2,10,1
ENSMUSG00000020955.10,Ap4s1,2,0,1,0,4,3,3,1,4,1
ENSMUSG00000089346.4,Gm22663,0,1,0,1,0,0,0,0,0,0
ENSMUSG00000035247.17,Hectd1,22,10,47,13,29,5,56,13,38,6
ENSMUSG00000035181.7,Heatr5a,9,6,12,6,13,4,20,3,17,1
ENSMUSG00000020956.15,Dtd2,2,0,0,1,1,0,0,0,2,0
ENSMUSG00000035133.10,Arhgap5,32,10,35,19,24,10,39,8,28,5
ENSMUSG00000061603.9,Akap6,42,10,54,40,33,16,51,15,35,10
ENSMUSG00000119139.1,5S_rRNA,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000021010.10,Npas3,2,0,0,1,2,0,3,0,1,0
ENSMUSG00000044408.8,Sptssa,1,0,1,1,2,0,1,0,4,0
ENSMUSG00000054302.16,Eapp,5,1,7,2,4,1,8,0,4,2
ENSMUSG00000119895.1,U1,7,2,3,1,11,0,8,1,6,1
ENSMUSG00000005656.10,Snx6,7,0,7,2,2,0,5,2,5,0
ENSMUSG00000062929.9,Cfl2,4,1,4,4,4,3,6,2,2,0
ENSMUSG00000062198.6,2700097O09Rik,2,1,3,0,0,0,5,2,0,0
ENSMUSG00000079108.7,Srp54c,0,1,1,0,0,2,0,1,0,1
ENSMUSG00000112368.2,Gm49376,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000021023.15,Prorp,2,0,0,0,0,0,0,0,1,0
ENSMUSG00000059033.8,Rpl18a-ps1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000021024.15,Psma6,5,3,2,4,4,1,10,1,10,1
ENSMUSG00000021025.9,Nfkbia,0,3,4,2,0,0,2,1,0,0
ENSMUSG00000045440.5,Insm2,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000021027.18,Ralgapa1,30,8,35,17,26,6,39,6,19,9
ENSMUSG00000046747.9,Gm9812,0,1,0,0,0,0,1,0,0,0
ENSMUSG00000012076.9,Brms1l,4,1,10,6,7,1,8,2,8,2
ENSMUSG00000079104.5,Prps1l3,1,0,1,1,4,0,1,2,3,0
ENSMUSG00000045930.4,Clec14a,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000112649.2,Gm47647,1,1,1,1,1,0,0,1,0,0
ENSMUSG00000020986.14,Sec23a,20,5,12,4,11,4,12,4,14,2
ENSMUSG00000097443.3,Gm17529,1,0,0,1,1,0,1,0,0,0
ENSMUSG00000020993.10,Trappc6b,0,1,2,0,0,0,0,0,1,0
ENSMUSG00000020994.6,Pnn,5,2,1,1,1,1,7,0,3,0
ENSMUSG00000021000.18,Mia2,6,3,6,2,3,1,8,3,4,0
ENSMUSG00000035329.8,Fbxo33,3,1,8,2,1,3,1,3,5,0
ENSMUSG00000035653.17,Lrfn5,10,2,13,5,8,4,8,4,11,0
ENSMUSG00002076648.1,7SK,1,0,0,0,1,0,0,0,0,0
ENSMUSG00000047227.6,Gm527,1,0,1,1,1,0,2,0,1,1
ENSMUSG00000020948.10,Klhl28,7,1,11,7,5,1,6,1,5,0
ENSMUSG00000035614.12,Togaram1,9,1,12,3,7,1,10,1,10,0
ENSMUSG00000035597.20,Prpf39,7,2,7,4,4,1,4,1,3,1
ENSMUSG00000020949.10,Fkbp3,3,1,0,2,1,0,3,0,0,1
ENSMUSG00000055884.9,Fancm,4,2,8,2,8,1,6,0,3,0
ENSMUSG00000113288.2,Gm47982,3,0,5,1,0,1,1,1,2,0
ENSMUSG00000034912.19,Mdga2,23,4,36,20,20,5,20,5,18,4
ENSMUSG00000113501.2,Gm18940,1,0,1,0,0,0,1,0,0,0
ENSMUSG00000113698.2,Gm47987,2,1,8,1,0,0,0,0,0,0
ENSMUSG00000043998.11,Mgat2,2,1,2,0,1,3,1,0,2,2
ENSMUSG00000097061.3,9330151L19Rik,2,0,2,2,1,1,2,0,2,0
ENSMUSG00000051890.14,Klhdc1,6,2,3,2,3,2,6,1,4,0
ENSMUSG00000020978.11,Klhdc2,10,1,14,7,6,1,15,1,9,1
ENSMUSG00000020982.10,Nemf,8,3,13,4,6,0,9,1,4,1
ENSMUSG00000044147.9,Arf6,4,2,8,2,2,0,7,1,3,1
ENSMUSG00000034801.14,Sos2,13,4,19,11,8,2,9,2,19,3
ENSMUSG00000020988.10,L2hgdh,2,0,2,0,0,0,0,0,2,0
ENSMUSG00000054894.7,Dmac2l,2,1,3,1,2,0,1,0,1,1
ENSMUSG00000020990.6,Cdkl1,2,0,0,0,0,1,0,1,1,0
ENSMUSG00000034761.16,Map4k5,5,2,7,10,2,0,10,1,6,2
ENSMUSG00000113497.2,Gm18030,1,0,0,2,0,0,0,0,0,0
ENSMUSG00000021066.10,Atl1,7,2,7,8,1,5,8,4,5,1
ENSMUSG00000113898.2,Gm19144,1,1,0,0,1,0,1,0,0,0
ENSMUSG00000021068.18,Nin,6,1,13,6,3,1,6,4,4,3
ENSMUSG00000021069.18,Pygl,4,0,1,1,3,1,4,0,2,0
ENSMUSG00000021071.18,Trim9,64,13,74,34,43,17,70,10,50,11
ENSMUSG00000021072.13,Tmx1,2,1,3,4,5,0,6,1,2,0
ENSMUSG00000021076.7,Actr10,17,6,20,8,8,2,13,4,16,2
ENSMUSG00000085622.10,3110056K07Rik,1,0,2,1,1,0,0,0,1,0
ENSMUSG00000048118.18,Arid4a,6,3,5,3,4,5,8,2,3,6
ENSMUSG00000021079.17,Timm9,2,2,1,0,0,0,1,0,0,0
ENSMUSG00000034601.18,2700049A03Rik,4,1,4,2,2,0,7,2,2,1
ENSMUSG00000113878.2,Gm19045,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000044548.12,Dact1,1,1,2,1,1,0,2,0,1,0
ENSMUSG00000034574.11,Daam1,26,3,20,11,11,9,25,2,21,1
ENSMUSG00000043398.6,Gpr135,2,1,2,0,1,0,1,0,0,0
ENSMUSG00000019718.9,L3hypdh,1,0,0,1,1,0,1,0,0,0
ENSMUSG00000005078.17,Jkamp,3,0,4,2,8,1,6,1,7,2
ENSMUSG00000021087.19,Rtn1,84,33,65,52,65,32,131,28,69,14
ENSMUSG00000021090.17,Lrrc9,1,0,1,0,0,1,1,0,1,0
ENSMUSG00000034501.8,Pcnx4,4,2,12,5,5,1,11,5,6,2
ENSMUSG00000021096.12,Ppm1a,34,9,54,15,24,6,42,10,26,9
ENSMUSG00000021098.15,4930447C04Rik,5,1,9,1,2,1,3,0,1,0
ENSMUSG00000021099.7,Six6,12,3,25,5,18,6,21,4,14,2
ENSMUSG00000097010.3,Gm26709,0,1,0,0,1,0,0,0,0,0
ENSMUSG00000034460.10,Six4,1,0,2,0,1,1,1,0,0,0
ENSMUSG00000021103.13,Mnat1,1,0,1,1,1,1,0,1,1,0
ENSMUSG00000034442.12,Trmt5,4,1,3,0,1,3,2,0,2,0
ENSMUSG00000044712.16,Slc38a6,2,1,0,1,0,0,0,0,0,0
ENSMUSG00000021108.19,Prkch,0,1,0,1,2,0,2,0,0,1
ENSMUSG00000021109.14,Hif1a,120,30,132,71,97,31,166,28,111,22
ENSMUSG00000021113.6,Snapc1,0,3,2,3,3,1,4,0,5,0
ENSMUSG00000044912.12,Syt16,3,0,8,3,3,1,3,0,1,1
ENSMUSG00000071265.11,1700086L19Rik,0,1,0,1,0,0,0,0,0,0
ENSMUSG00000029878.7,Dbpht2,1,1,0,2,0,2,0,0,0,0
ENSMUSG00000034402.4,Kcnh5,11,3,9,3,14,1,17,2,10,1
ENSMUSG00000046768.14,Rhoj,1,0,1,0,0,0,2,0,0,0
ENSMUSG00000021051.11,Ppp2r5e,18,12,27,17,22,4,18,9,12,3
ENSMUSG00000112254.2,Gm47690,0,1,2,0,1,0,0,0,1,1
ENSMUSG00000045690.9,Wdr89,2,1,0,1,0,0,1,1,1,2
ENSMUSG00000021054.7,Sgpp1,16,2,15,5,12,1,10,2,10,1
ENSMUSG00000063450.15,Syne2,17,5,11,7,8,10,24,4,11,2
ENSMUSG00000021048.8,Mthfd1,3,1,3,1,1,0,6,1,5,0
ENSMUSG00000021057.16,Akap5,1,1,2,0,0,0,0,0,0,0
ENSMUSG00000112096.2,A430103D13Rik,1,0,0,0,1,0,1,0,0,0
ENSMUSG00000056459.15,Zbtb25,4,0,1,0,0,0,2,0,0,0
ENSMUSG00000033454.7,Zbtb1,0,2,2,1,1,0,4,0,4,1
ENSMUSG00000059970.8,Hspa2,0,1,2,0,1,0,1,1,3,0
ENSMUSG00000052609.10,Plekhg3,7,1,4,0,3,1,3,1,1,0
ENSMUSG00000021061.16,Sptb,29,5,23,11,26,7,28,4,19,2
ENSMUSG00000021062.16,Rab15,8,0,2,5,1,2,5,2,3,3
ENSMUSG00000033373.17,Fntb,6,4,5,4,3,4,12,5,9,3
ENSMUSG00000059436.14,Max,27,9,23,8,9,6,24,5,17,3
ENSMUSG00000112150.2,9530018F02Rik,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000021065.17,Fut8,9,4,8,5,8,1,3,2,2,1
ENSMUSG00000112302.2,Gm48226,1,2,5,1,0,0,2,1,0,0
ENSMUSG00000047454.13,Gphn,16,5,16,9,8,2,24,7,13,1
