Gene,Gene name,LS8A/AGGGTA,LS8A/GTTAGG,LS8A/TATGGA,LS8B/TATGGA,LS8B/AGGGTA,LS8B/GTTAGG,LS8C/TATGGA,LS8C/AGGGTA,LS8C/GTTAGG,LS8D/AGGGTA,LS8D/GTTAGG,LS8D/TATGGA,LS8E/TATGGA,LS8E/GTTAGG,LS8E/AGGGTA,LS8F/TATGGA,LS8F/GTTAGG,LS8F/AGGGTA,LS8H/TATGGA,LS8H/GTTAGG,LS8H/AGGGTA
ENSMUSG00000021811.8,Dnajc9,10,2,15,8,1,3,5,6,2,7,2,2,7,1,0,2,0,0,0,0,0
ENSMUSG00000049960.5,Mrps16,1,2,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000039543.17,Cfap70,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000021814.18,Anxa7,49,6,24,11,38,7,9,39,9,31,4,9,6,0,3,2,2,1,2,1,1
ENSMUSG00000021815.5,Mss51,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021816.12,Ppp3cb,224,48,140,126,206,32,78,201,40,181,36,63,40,8,11,18,3,3,22,5,6
ENSMUSG00000034235.18,Usp54,48,8,38,65,38,13,30,47,6,37,12,17,11,0,4,4,0,1,4,2,3
ENSMUSG00000039367.12,Sec24c,83,37,125,134,62,32,84,67,27,61,52,46,24,3,12,25,2,6,14,3,2
ENSMUSG00000099966.2,2810402E24Rik,1,2,4,2,0,2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000039376.14,Synpo2l,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000097577.3,6230400D17Rik,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
ENSMUSG00000039357.3,Fut11,16,7,15,11,15,4,7,10,7,10,3,10,0,1,2,2,0,0,2,1,1
ENSMUSG00000063787.5,Chchd1,13,3,6,9,5,2,7,8,2,5,1,1,2,0,2,0,0,0,3,0,2
ENSMUSG00000021819.12,Zswim8,134,39,141,148,113,51,91,123,38,73,50,57,31,3,7,17,1,3,14,2,6
ENSMUSG00000039308.7,Ndst2,18,12,40,43,11,9,24,18,9,8,8,17,8,0,2,4,3,1,6,0,1
ENSMUSG00000021820.19,Camk2g,106,24,89,80,91,10,41,71,17,79,9,40,15,1,1,9,0,4,12,1,2
ENSMUSG00000114241.2,Gm30108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021823.11,Vcl,17,6,11,12,20,9,10,11,1,19,3,5,2,0,2,3,1,1,3,0,0
ENSMUSG00000021824.14,Ap3m1,4,2,7,5,12,6,13,8,2,6,5,4,6,1,0,0,0,1,0,0,0
ENSMUSG00000039197.11,Adk,13,2,8,3,18,3,5,24,5,14,2,1,1,0,0,1,0,0,3,0,0
ENSMUSG00002074958.1,7SK,2,1,0,0,0,0,1,1,0,4,0,1,0,0,0,1,0,0,0,0,0
ENSMUSG00000114875.2,Gm30363,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000021767.20,Kat6b,61,33,126,125,53,24,61,59,25,52,21,47,19,5,13,14,0,6,14,4,0
ENSMUSG00000065836.4,Gm23502,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021770.12,Samd8,56,29,223,216,51,31,158,51,34,41,27,77,31,7,11,31,4,5,14,4,8
ENSMUSG00000021771.15,Vdac2,101,35,106,93,93,26,74,92,26,75,20,44,27,5,10,23,0,3,8,6,3
ENSMUSG00000021773.12,Comtd1,2,2,0,2,3,1,4,7,2,1,0,0,0,0,0,0,1,1,0,0,0
ENSMUSG00000039081.11,Zfp503,35,2,21,15,39,2,9,47,2,27,5,11,6,0,2,0,0,2,0,0,1
ENSMUSG00000063458.14,Lrmda,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000063142.16,Kcnma1,191,269,182,107,176,266,56,158,235,157,262,41,63,17,27,31,3,7,16,6,10
ENSMUSG00000114751.2,5430425E15Rik,1,6,4,0,2,7,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0
ENSMUSG00000114953.2,4930519K11Rik,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021782.15,Dlg5,89,22,67,53,48,26,34,57,23,65,22,18,18,8,7,10,2,1,9,0,0
ENSMUSG00000091079.2,Gm17105,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ENSMUSG00000114575.2,Gm47814,1,0,2,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025280.9,Polr3a,45,9,62,64,38,14,28,29,10,31,7,22,9,0,4,1,0,1,7,2,2
ENSMUSG00000025290.18,Rps24,13,4,11,6,13,6,7,5,4,12,1,3,5,0,2,0,0,1,1,1,1
ENSMUSG00000048628.6,4930542C16Rik,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114271.2,Gm32224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097601.3,Gm26660,3,1,0,0,3,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000007817.16,Zmiz1,876,368,230,121,726,326,63,729,331,634,318,81,109,27,44,52,7,13,34,8,16
ENSMUSG00000087535.3,Zmiz1os1,2,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114709.2,Gm47920,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021868.8,Ppif,13,7,7,8,19,3,1,20,3,9,3,2,3,1,0,0,0,0,1,0,1
ENSMUSG00000055538.8,Zcchc24,37,10,7,4,38,11,2,21,4,24,4,3,3,0,0,0,0,0,1,1,0
ENSMUSG00000048502.15,Duxbl1,2,1,7,9,2,2,5,1,3,0,1,6,6,1,2,1,0,0,0,0,1
ENSMUSG00000021866.16,Anxa11,12,0,2,0,9,1,0,12,1,15,1,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000095304.10,Plac9a,5,1,3,0,5,4,2,3,0,5,2,1,1,0,0,1,0,0,0,0,0
ENSMUSG00000072676.13,Tmem254a,17,3,5,3,19,1,1,12,4,10,2,1,0,0,0,1,0,0,0,0,0
ENSMUSG00000098897.2,Gm19013,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090104.2,Slmapos2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021870.18,Slmap,108,33,94,70,91,36,40,98,31,62,49,43,19,4,6,12,0,3,8,2,2
ENSMUSG00000065864.3,Gm24031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078128.2,Gm2178,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000040818.11,Dennd6a,24,7,41,33,20,7,14,21,5,11,10,14,5,4,0,2,2,3,6,0,0
ENSMUSG00000021877.13,Arf4,32,21,32,22,37,26,22,31,16,25,20,14,7,2,3,6,1,2,1,2,0
ENSMUSG00000043702.10,Pde12,17,7,39,31,15,6,22,17,4,11,4,15,4,1,1,3,0,1,2,0,0
ENSMUSG00000040760.12,Appl1,65,18,92,67,67,23,44,59,23,54,15,40,19,3,5,13,1,4,6,0,0
ENSMUSG00000040717.7,Il17rd,7,2,1,2,4,1,1,7,0,1,2,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000114349.2,Gm7591,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021895.11,Arhgef3,19,0,4,0,24,0,1,9,0,22,0,1,0,1,0,1,0,0,0,0,0
ENSMUSG00000040651.10,Tasor,35,22,53,54,33,12,37,32,13,25,18,17,13,3,4,6,0,3,6,2,2
ENSMUSG00000046753.11,Ccdc66,9,2,28,25,6,4,18,20,3,3,1,11,2,1,1,2,0,0,4,0,2
ENSMUSG00002076276.1,U6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040640.12,Erc2,26,8,39,22,30,7,21,25,5,30,2,15,5,0,0,4,0,3,2,0,2
ENSMUSG00000109849.2,Gm45645,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114503.2,Gm20242,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021994.16,Wnt5a,5,8,5,2,6,5,1,5,5,5,6,3,3,0,1,3,0,0,2,0,0
ENSMUSG00000045776.4,Lrtm1,29,286,109,62,36,284,47,34,217,14,250,25,29,3,13,17,5,3,12,6,1
ENSMUSG00000021991.10,Cacna2d3,26,26,7,6,12,25,6,16,36,20,35,8,3,0,2,1,0,0,4,2,0
ENSMUSG00000114595.2,Gm48004,0,1,0,0,1,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042682.11,Selenok,32,8,37,30,31,10,12,26,10,19,9,12,8,1,1,5,0,0,4,0,2
ENSMUSG00000015971.6,Actr8,37,16,36,29,26,4,24,43,9,39,14,13,12,2,5,5,0,3,1,1,1
ENSMUSG00000015966.18,Il17rb,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000015970.20,Chdh,6,2,0,0,4,0,1,6,2,1,1,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000015968.19,Cacna1d,60,20,16,10,45,18,7,45,18,29,29,6,9,2,4,6,0,0,2,0,1
ENSMUSG00000118437.2,Gm50467,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000114650.2,Gm47570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114397.2,Gm7621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021962.10,Dcp1a,16,14,47,40,18,12,19,14,10,10,16,20,13,1,1,5,0,1,1,0,1
ENSMUSG00000021957.8,Tkt,252,44,90,44,238,63,40,240,74,182,86,28,27,7,7,32,3,3,12,2,3
ENSMUSG00000021948.18,Prkcd,19,2,3,2,17,0,0,14,2,12,4,0,2,0,0,1,0,0,1,0,0
ENSMUSG00000006526.14,Stimate,14,4,13,17,8,0,6,8,3,5,0,5,2,0,0,1,0,2,0,1,0
ENSMUSG00000114553.2,Gm7644,1,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000052395.18,Rft1,6,0,6,10,2,0,3,4,1,5,1,4,1,1,0,2,0,0,1,0,0
ENSMUSG00000006527.17,Sfmbt1,29,6,49,37,22,13,24,23,10,20,10,18,14,0,3,4,0,1,5,2,0
ENSMUSG00000042485.8,Mustn1,7,0,0,0,3,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021918.11,Nek4,15,6,37,23,6,3,14,15,6,10,9,13,3,2,3,1,0,2,1,0,3
ENSMUSG00000021917.17,Spcs1,7,5,14,11,4,4,5,10,2,5,5,4,1,0,1,1,1,1,1,0,0
ENSMUSG00000021916.17,Glt8d1,11,5,7,17,6,2,7,7,2,6,3,4,2,0,0,3,0,0,2,0,0
ENSMUSG00000042354.8,Gnl3,6,6,11,7,7,1,8,7,3,5,2,3,2,0,0,0,0,0,0,0,0
ENSMUSG00000042323.18,Pbrm1,101,40,184,175,80,32,121,89,37,84,43,76,45,8,10,29,8,3,17,4,7
ENSMUSG00000115412.2,Gm49094,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058351.12,Smim4,4,0,3,5,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0
ENSMUSG00000071547.5,Nt5dc2,20,11,14,5,19,13,4,13,8,15,19,1,4,2,2,1,0,1,2,0,1
ENSMUSG00000042286.14,Stab1,2,0,1,2,1,3,0,1,0,3,0,1,0,0,1,0,0,0,0,0,1
ENSMUSG00000021893.15,Capn7,45,16,123,98,58,10,79,41,20,48,16,56,29,4,10,16,5,2,11,3,5
ENSMUSG00000021910.16,Nisch,593,158,328,303,551,196,201,533,180,429,186,122,86,16,20,50,11,8,40,13,18
ENSMUSG00000091898.9,Tnnc1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000021904.7,Sema3g,19,0,0,1,11,1,1,2,0,14,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021902.8,Phf7,7,2,6,6,3,2,2,1,3,2,3,1,3,0,0,1,0,0,0,1,0
ENSMUSG00000021901.11,Bap1,102,26,86,80,85,22,28,84,12,56,24,24,25,1,5,10,1,4,7,2,3
ENSMUSG00000019027.9,Dnah1,9,2,4,0,4,0,0,5,3,4,2,0,3,0,0,1,0,0,0,0,0
ENSMUSG00000021892.15,Sh3bp5,18,1,7,4,14,3,3,12,1,6,2,3,5,0,2,3,0,0,3,0,0
ENSMUSG00000021891.9,Mettl6,7,2,11,8,8,3,7,3,2,2,0,2,2,0,0,2,0,0,2,0,0
ENSMUSG00000021890.7,Eaf1,7,5,14,11,6,4,6,5,3,9,4,7,3,1,1,4,0,1,1,0,0
ENSMUSG00000115102.2,Gm49270,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000057606.15,Colq,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021884.19,Hacl1,0,0,2,1,1,0,0,1,2,1,1,0,4,0,0,0,0,0,1,0,0
ENSMUSG00000021900.11,Btd,11,2,10,8,6,4,9,5,2,10,3,2,2,0,0,1,0,0,1,1,0
ENSMUSG00000014496.9,Ankrd28,27,10,37,25,23,13,16,18,11,19,13,12,8,2,2,1,0,0,3,0,0
ENSMUSG00000115210.2,Gm49308,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046005.5,D830044D21Rik,1,0,0,0,1,0,0,3,0,2,0,0,1,0,0,0,0,0,1,0,0
ENSMUSG00000021903.12,Galnt15,28,0,8,2,14,3,1,13,1,12,3,0,1,0,0,1,0,0,0,0,1
ENSMUSG00000021905.15,Dph3,32,3,18,6,20,6,8,16,4,16,3,5,4,2,1,0,0,0,3,0,1
ENSMUSG00000021906.15,Oxnad1,7,2,9,12,5,2,5,4,3,2,6,6,3,0,0,2,0,0,0,0,0
ENSMUSG00000056234.16,Ncoa4,2,0,4,5,2,5,4,2,1,3,1,5,0,0,1,0,0,0,0,0,0
ENSMUSG00000013701.14,Timm23,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000021911.17,Parg,48,8,58,40,34,11,18,33,13,30,11,11,8,0,2,3,0,1,2,0,0
ENSMUSG00000091570.2,Gm7707,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000115813.2,Gm46447,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000021913.9,Ogdhl,64,25,83,71,55,28,50,68,23,55,31,24,18,2,5,10,1,4,3,0,5
ENSMUSG00000072473.5,1700024G13Rik,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021919.9,Chat,22,1,4,2,27,3,2,25,3,19,1,0,4,2,0,1,0,0,2,0,0
ENSMUSG00000100241.2,Slc18a3,27,0,3,1,28,0,2,23,1,26,1,1,3,0,1,3,0,0,0,0,0
ENSMUSG00000097794.3,Gm2990,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054051.8,Ercc6,13,11,38,33,16,11,25,8,11,7,15,13,5,2,0,1,1,0,4,0,0
ENSMUSG00000071540.5,3425401B19Rik,7,0,1,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098236.2,Gm7734,4,1,7,9,1,3,7,2,5,2,2,5,0,1,0,2,0,0,3,0,2
ENSMUSG00000041707.9,Tmem273,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050666.15,Vstm4,4,0,0,0,3,0,0,5,0,0,2,0,1,0,0,1,0,0,0,0,0
ENSMUSG00000051506.18,Wdfy4,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000063506.15,Arhgap22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021936.15,Mapk8,77,30,76,72,62,32,49,67,35,67,15,22,10,5,8,10,2,3,5,1,1
ENSMUSG00000115745.2,Gm46448,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000108841.2,Frmpd2,4,4,110,128,9,8,102,8,5,6,6,67,20,1,6,15,1,8,8,3,5
ENSMUSG00000041534.10,Rbp3,562,341,5687,6003,675,440,2899,711,480,396,396,1563,1095,177,339,935,103,205,603,129,189
ENSMUSG00000021943.8,Gdf10,5,0,0,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000044519.9,Zfp488,14,1,9,9,24,0,2,20,4,9,3,6,2,0,0,1,0,1,2,0,0
ENSMUSG00000072624.4,Gm5460,1,0,2,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047441.5,Antxrl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000071531.4,Gprin2,3,2,7,2,6,3,1,9,0,5,3,1,1,0,1,0,1,0,0,0,0
ENSMUSG00000041479.15,Syt15,6,3,2,0,5,4,1,3,3,2,4,1,1,0,1,0,0,0,0,0,0
ENSMUSG00000115124.2,Gm49201,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000041471.10,Shld2,2,0,12,10,14,2,6,6,2,3,2,9,4,1,2,4,0,0,0,0,0
ENSMUSG00000021794.17,Glud1,81,11,33,20,75,20,13,65,15,55,11,17,14,5,3,5,0,1,1,0,0
ENSMUSG00000023064.5,Sncg,509,10,37,27,415,6,16,396,9,400,14,22,23,2,5,10,1,1,13,4,3
ENSMUSG00000041445.10,Mmrn2,14,1,2,0,9,0,1,0,0,7,0,2,1,0,0,0,0,0,0,0,0
ENSMUSG00000021796.16,Bmpr1a,37,14,151,129,44,22,106,34,12,26,27,59,29,2,8,14,2,5,12,7,6
ENSMUSG00000090779.2,Gm17110,1,0,0,1,1,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0
ENSMUSG00000021798.15,Ldb3,7,0,0,1,4,1,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021799.10,Opn4,49,1,0,1,1,0,2,33,0,26,2,2,2,0,0,0,0,0,0,1,0
ENSMUSG00000115007.2,5830448L01Rik,2,0,1,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1
ENSMUSG00000041408.19,Wapl,29,11,124,88,24,13,57,30,14,23,16,60,31,7,5,12,2,2,6,4,2
ENSMUSG00000097310.3,A930038B10Rik,1,0,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
ENSMUSG00000041078.8,Grid1,29,16,5,5,25,17,3,28,12,22,23,0,4,0,1,2,0,0,4,0,1
ENSMUSG00000115826.2,Gm49034,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064777.3,Gm25204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058690.15,Ccser2,169,18,84,71,118,12,30,117,24,102,21,23,15,5,9,12,1,0,8,0,8
ENSMUSG00000021804.7,Rgr,3,4,33,28,5,5,8,1,2,7,2,10,8,2,1,9,0,3,5,0,3
ENSMUSG00000041044.10,Lrit1,19,82,401,413,36,62,234,52,73,21,58,148,55,14,12,32,7,12,26,8,8
ENSMUSG00000043418.5,Lrit2,18,43,253,319,26,43,148,21,54,8,42,102,45,10,19,32,3,7,29,6,5
ENSMUSG00000021803.11,Cdhr1,320,201,3820,4243,409,231,2060,425,330,268,177,1096,667,147,210,546,62,110,327,74,123
ENSMUSG00000096001.3,2610528A11Rik,0,0,1,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000041028.17,Ghitm,232,40,149,134,180,41,91,185,40,152,37,62,49,12,17,21,1,6,14,6,7
ENSMUSG00000041014.18,Nrg3,62,1,10,5,46,2,2,47,6,33,3,2,6,0,2,0,1,1,2,0,1
ENSMUSG00000093556.2,Gm20641,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093528.2,Nrg3os,3,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000093383.2,Gm20642,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098169.2,Gm5205,2,0,0,3,0,1,1,2,0,6,0,3,2,0,0,0,0,0,3,0,0
ENSMUSG00000037824.7,Tspan14,8,6,6,8,10,7,2,7,5,9,6,3,1,0,0,0,0,0,1,0,0
ENSMUSG00000021792.16,Prxl2a,12,4,16,19,10,5,11,5,1,14,3,5,6,0,0,3,1,0,2,0,1
ENSMUSG00000021791.8,Dydc2,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037798.8,Mat1a,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000021795.11,Sftpd,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000049235.9,Gm7324,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000090265.2,Gm9550,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021830.15,Txndc16,43,18,49,62,59,17,23,43,20,45,11,22,16,1,5,3,3,2,8,1,2
ENSMUSG00000049092.12,Gpr137c,15,6,70,54,14,10,36,12,17,8,8,31,8,2,4,5,0,2,8,1,2
ENSMUSG00000115373.2,Gm49194,0,0,1,1,0,1,3,0,1,0,0,2,1,1,0,1,0,0,0,0,0
ENSMUSG00000021831.10,Ero1a,18,1,16,13,10,3,9,14,1,11,4,11,4,1,2,0,0,1,2,0,0
ENSMUSG00000021832.9,Psmc6,14,4,25,12,18,5,9,15,2,9,6,10,2,0,4,2,0,0,3,0,3
ENSMUSG00000053205.10,Styx,1,2,18,12,1,2,4,2,1,0,1,10,3,0,1,2,0,0,0,1,1
ENSMUSG00000037722.9,Gnpnat1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037712.18,Fermt2,17,8,20,19,24,9,17,18,10,17,10,13,8,1,0,2,0,1,4,0,0
ENSMUSG00000115275.2,9630050E16Rik,4,2,1,0,0,2,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0
ENSMUSG00000085913.3,Gm15601,3,1,4,4,2,0,2,0,0,1,0,2,1,0,0,0,0,0,1,0,0
ENSMUSG00000037697.20,Ddhd1,48,14,88,113,28,6,74,40,17,31,16,38,22,3,9,16,0,2,6,0,3
ENSMUSG00000115148.2,Gm49125,2,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086124.3,A530076I17Rik,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000083169.2,Gm6580,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021835.16,Bmp4,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0
ENSMUSG00000037628.11,Cdkn3,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000015759.12,Cnih1,29,6,36,36,21,6,20,21,9,11,6,21,7,0,1,5,0,0,6,1,2
ENSMUSG00000062014.14,Gmfb,69,13,27,26,41,11,16,48,13,43,14,14,14,3,6,3,0,0,5,1,1
ENSMUSG00000055128.16,Cgrrf1,14,4,9,15,16,3,3,18,1,10,7,7,2,0,2,1,0,0,1,0,0
ENSMUSG00000115417.2,Gm48949,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000021838.18,Samd4,12,0,4,0,5,1,3,6,0,16,1,1,1,0,2,1,1,0,0,0,0
ENSMUSG00000037572.18,Wdhd1,1,0,4,4,3,1,1,1,2,5,0,1,2,0,0,1,0,0,1,0,2
ENSMUSG00000048379.10,Socs4,20,8,29,27,14,11,12,17,9,10,5,7,5,1,3,3,0,0,3,0,0
ENSMUSG00000021840.18,Mapk1ip1l,26,10,13,16,23,6,14,22,7,29,7,9,7,3,0,4,1,0,0,0,1
ENSMUSG00000115082.2,Gm49189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050335.18,Lgals3,3,3,0,0,1,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115436.2,Gm8353,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1
ENSMUSG00000037536.15,Fbxo34,5,1,6,12,6,2,7,8,2,5,4,6,2,0,1,0,0,0,3,0,0
ENSMUSG00000037526.8,Atg14,18,2,11,15,16,8,7,10,3,7,5,4,2,0,2,1,0,0,4,0,0
ENSMUSG00000021843.18,Ktn1,54,15,120,137,45,10,83,51,13,43,18,55,19,7,8,21,1,4,14,2,4
ENSMUSG00000021846.10,Peli2,22,28,82,65,14,17,40,22,25,18,27,29,16,3,6,6,1,1,4,1,2
ENSMUSG00000115686.2,Gm49310,0,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000063885.6,Gm6498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036339.19,Tmem260,7,3,32,16,15,7,14,10,4,9,5,12,4,1,3,0,0,2,2,0,2
ENSMUSG00000115316.2,Gm49096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000021848.17,Otx2,19,103,346,313,34,96,189,33,103,15,101,157,67,9,10,40,2,8,33,8,11
ENSMUSG00000098682.9,Otx2os1,2,6,11,6,2,5,8,1,3,0,5,8,2,0,2,1,0,1,1,0,0
ENSMUSG00000115599.2,Gm49154,0,2,14,4,0,3,3,0,4,0,1,2,1,0,2,2,0,0,0,0,0
ENSMUSG00000115194.2,Gm48909,0,0,3,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000119848.1,U6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115429.2,Gm49153,1,5,8,2,0,2,3,1,3,1,4,2,2,1,0,1,0,0,0,0,0
ENSMUSG00000115579.2,Gm49156,1,5,7,9,1,7,9,0,6,0,7,5,7,1,0,0,0,0,0,0,0
ENSMUSG00000093117.3,Gm22699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
