436D,gene_id,gene_name,gene_type,gene_length,gene_count,RPK,TPM,log2(TPM+1)
25277,ENSMUSG00000036246.14,Gmip,protein_coding,5552,2,0.3602305475504323,7.445468950829486,3.078177533654526
25278,ENSMUSG00000031861.16,Lpar2,protein_coding,6317,0,0.0,0.0,0.0
25279,ENSMUSG00000031860.17,Pbx4,protein_coding,2217,0,0.0,0.0,0.0
25280,ENSMUSG00000044006.8,Cilp2,protein_coding,4314,0,0.0,0.0,0.0
25281,ENSMUSG00000048967.16,Yjefn3,protein_coding,880,0,0.0,0.0,0.0
25282,ENSMUSG00000036199.9,Ndufa13,protein_coding,1251,0,0.0,0.0,0.0
25283,ENSMUSG00000047654.6,Tssk6,protein_coding,1335,0,0.0,0.0,0.0
25284,ENSMUSG00000036180.15,Gatad2a,protein_coding,5589,67,11.98783324387189,247.7719916089958,7.958680256266573
25285,ENSMUSG00000110545.1,Gm7730,processed_pseudogene,454,0,0.0,0.0,0.0
25286,ENSMUSG00000031858.16,Mau2,protein_coding,9131,12,1.3142043587777898,27.162792869349666,4.815718506240616
25287,ENSMUSG00000011306.7,Sugp1,protein_coding,6109,2,0.3273858241938124,6.76661378539946,2.9572857260670045
25288,ENSMUSG00000036151.15,Tm6sf2,protein_coding,1901,0,0.0,0.0,0.0
25289,ENSMUSG00000007594.10,Hapln4,protein_coding,3924,4,1.019367991845056,21.068931506118908,4.46394487637893
25290,ENSMUSG00000002341.8,Ncan,protein_coding,7195,0,0.0,0.0,0.0
25291,ENSMUSG00000099042.1,Mir7066,miRNA,63,0,0.0,0.0,0.0
25292,ENSMUSG00000089114.1,Gm25906,snoRNA,126,0,0.0,0.0,0.0
25293,ENSMUSG00000036120.10,Rfxank,protein_coding,3967,1,0.25207965717166625,5.210139099446093,2.634625583394804
25294,ENSMUSG00000071078.6,Nr2c2ap,protein_coding,1627,0,0.0,0.0,0.0
25295,ENSMUSG00000002345.18,Borcs8,protein_coding,1468,3,2.043596730245232,42.23832794448771,5.4342388290414
25296,ENSMUSG00000079033.10,Mef2b,protein_coding,1404,0,0.0,0.0,0.0
25297,ENSMUSG00000002342.17,Tmem161a,protein_coding,3673,5,1.361285053090117,28.1358859345258,4.864725274249949
25298,ENSMUSG00000002346.16,Slc25a42,protein_coding,5996,2,0.333555703802535,6.89413669362997,2.980781500927832
25299,ENSMUSG00000002343.11,Armc6,protein_coding,3262,2,0.6131207847946045,12.672361623238901,3.773190555670718
25300,ENSMUSG00000036054.15,Sugp2,protein_coding,14428,1,0.06930967563071805,1.432535473211994,1.2824608437130152
25301,ENSMUSG00000003573.15,Homer3,protein_coding,3440,4,1.1627906976744187,24.03328117151471,4.64577549576692
25302,ENSMUSG00000057788.13,Ddx49,protein_coding,2928,2,0.6830601092896175,14.117911070698531,3.918186902690808
25303,ENSMUSG00000055681.14,Cope,protein_coding,3353,10,2.9824038174768863,61.64217658068193,5.9690624366287235
25304,ENSMUSG00000087408.10,Cers1,protein_coding,3171,0,0.0,0.0,0.0
25305,ENSMUSG00000109523.1,Gdf1,protein_coding,1349,0,0.0,0.0,0.0
25306,ENSMUSG00000058301.8,Upf1,protein_coding,4618,28,6.063230835859679,125.31862507797189,6.980923563077384
25307,ENSMUSG00000031849.9,Comp,protein_coding,2967,0,0.0,0.0,0.0
25308,ENSMUSG00000003575.13,Crtc1,protein_coding,11182,14,1.2520121624038634,25.87736588311904,4.748319848570409
25309,ENSMUSG00000055707.13,Klhl26,protein_coding,3195,10,3.129890453834116,64.69052208921018,6.037613326602718
25310,ENSMUSG00000035964.8,Tmem59l,protein_coding,1663,0,0.0,0.0,0.0
25311,ENSMUSG00000110052.1,1700020G03Rik,TEC,889,0,0.0,0.0,0.0
25312,ENSMUSG00000007888.15,Crlf1,protein_coding,1644,90,54.74452554744526,1131.493894571313,10.145287557189286
25313,ENSMUSG00000058833.11,Rex1bd,protein_coding,1822,2,1.097694840834248,22.68783952524989,4.566074716920803
25314,ENSMUSG00000090137.8,Uba52,protein_coding,1498,0,0.0,0.0,0.0
25315,ENSMUSG00000055553.16,Kxd1,protein_coding,3176,1,0.3148614609571788,6.50775245828169,2.908381083160681
25316,ENSMUSG00000019428.16,Fkbp8,protein_coding,4529,24,5.299183042614263,109.5268101965254,6.788252552568529
25317,ENSMUSG00000070002.7,Ell,protein_coding,3108,6,1.9305019305019304,39.90081430019817,5.354057661163509
25318,ENSMUSG00000019139.10,Isyna1,protein_coding,2436,5,2.052545155993432,42.42327957204977,5.440396785457095
25319,ENSMUSG00000070003.7,Ssbp4,protein_coding,3164,2,0.6321112515802781,13.06486839917993,3.8140241487316766
25320,ENSMUSG00000110030.1,Gm45546,TEC,2394,0,0.0,0.0,0.0
25321,ENSMUSG00000049988.5,Lrrc25,protein_coding,2039,0,0.0,0.0,0.0
25322,ENSMUSG00000038508.7,Gdf15,protein_coding,1852,0,0.0,0.0,0.0
25323,ENSMUSG00000056204.8,Pgpep1,protein_coding,5319,2,0.37601052829479226,7.771619404964335,3.132843215741267
25324,ENSMUSG00000031848.15,Lsm4,protein_coding,1038,5,4.816955684007707,99.55983529625553,6.65191038170356
25325,ENSMUSG00000071076.6,Jund,protein_coding,1668,3,1.7985611510791368,37.173780229321316,5.25451015406473
25326,ENSMUSG00000080058.2,Gm11175,antisense,877,0,0.0,0.0,0.0
25327,ENSMUSG00000110622.1,Iqcn,protein_coding,4584,0,0.0,0.0,0.0
25328,ENSMUSG00000095026.2,Gm3336,protein_coding,1151,0,0.0,0.0,0.0
25329,ENSMUSG00000031842.15,Pde4c,protein_coding,5596,0,0.0,0.0,0.0
25330,ENSMUSG00000031840.12,Rab3a,protein_coding,2226,2,0.8984725965858041,18.570190303236885,4.290585879886378
25331,ENSMUSG00000035559.9,Mpv17l2,protein_coding,1322,3,2.26928895612708,46.90307520613309,5.582046369684485
25332,ENSMUSG00000031838.8,Ifi30,processed_transcript,981,5,5.096839959225281,105.34465753059455,6.732603747777424
25333,ENSMUSG00000110575.1,6330537M06Rik,TEC,1642,0,0.0,0.0,0.0
25334,ENSMUSG00000031834.15,Pik3r2,protein_coding,4176,8,1.9157088122605364,39.595060933913125,5.3432323050661745
25335,ENSMUSG00000100691.1,2010320M18Rik,lincRNA,1009,0,0.0,0.0,0.0
25336,ENSMUSG00000031833.10,Mast3,protein_coding,5955,13,2.1830394626364398,45.12041704408639,5.527333653512671
25337,ENSMUSG00000099031.1,Mir7240,miRNA,58,0,0.0,0.0,0.0
25338,ENSMUSG00000000791.9,Il12rb1,protein_coding,4105,0,0.0,0.0,0.0
25339,ENSMUSG00000002910.11,Arrdc2,protein_coding,3232,2,0.6188118811881188,12.789988742266491,3.7855493739667443
25340,ENSMUSG00000002908.17,Kcnn1,protein_coding,4587,0,0.0,0.0,0.0
25341,ENSMUSG00000020887.3,A230052G05Rik,TEC,2302,0,0.0,0.0,0.0
25342,ENSMUSG00000007721.6,Ccdc124,protein_coding,1696,11,6.485849056603774,134.05356125149123,7.077387872806539
25343,ENSMUSG00000000792.2,Slc5a5,protein_coding,2928,0,0.0,0.0,0.0
25344,ENSMUSG00000045128.9,Rpl18a,protein_coding,1739,21,12.07590569292697,249.59232775017577,7.969198434896531
25345,ENSMUSG00000098710.1,Mir7067,miRNA,63,0,0.0,0.0,0.0
25346,ENSMUSG00000077563.1,Snora68,snoRNA,131,0,0.0,0.0,0.0
25347,ENSMUSG00000019261.3,Map1s,protein_coding,7963,22,2.762777847544895,57.10281046905165,5.860536044260692
25348,ENSMUSG00000088248.1,Mir1969,miRNA,94,0,0.0,0.0,0.0
25349,ENSMUSG00000074252.2,Gm10654,TEC,1633,0,0.0,0.0,0.0
25350,ENSMUSG00000101854.2,1700026F02Rik,lincRNA,1679,0,0.0,0.0,0.0
25351,ENSMUSG00000110554.1,Gm35256,lincRNA,3269,0,0.0,0.0,0.0
25352,ENSMUSG00000098594.1,Gm27628,miRNA,107,0,0.0,0.0,0.0
25353,ENSMUSG00000110664.1,Aprt-ps,processed_pseudogene,505,0,0.0,0.0,0.0
25354,ENSMUSG00000035439.13,Haus8,protein_coding,5278,1,0.18946570670708604,3.9159950374199792,2.297483459344993
25355,ENSMUSG00000004677.17,Myo9b,protein_coding,7496,39,5.202774813233725,107.53418496432809,6.762005709041565
25356,ENSMUSG00000002395.14,Use1,protein_coding,2203,0,0.0,0.0,0.0
25357,ENSMUSG00000002396.8,Ocel1,protein_coding,7133,1,0.14019346698443852,2.8976057489839686,1.962588166339371
25358,ENSMUSG00000002393.14,Nr2f6,protein_coding,2983,3,1.0056989607777405,20.78641147251356,4.445356678805155
25359,ENSMUSG00000034911.8,Ushbp1,protein_coding,6461,0,0.0,0.0,0.0
25360,ENSMUSG00000031820.9,Babam1,protein_coding,2406,15,6.234413965087281,128.85674443580203,7.020777135723279
25361,ENSMUSG00000046295.13,Ankle1,protein_coding,2558,0,0.0,0.0,0.0
25362,ENSMUSG00000007950.9,Abhd8,protein_coding,4079,2,0.4903162539838196,10.134161219662982,3.4769209731915622
25363,ENSMUSG00000034880.7,Mrpl34,protein_coding,607,5,8.237232289950576,170.25223894153748,7.4199790396799346
25364,ENSMUSG00000074247.10,Dda1,protein_coding,2846,12,4.2164441321152495,87.14808913915384,6.461857390248508
25365,ENSMUSG00000034863.9,Ano8,protein_coding,6847,5,0.7302468234263181,15.093195419528735,4.008378906853102
25366,ENSMUSG00000007610.15,Gtpbp3,protein_coding,3984,1,0.25100401606425704,5.187907080196449,2.6294515329300827
25367,ENSMUSG00000034845.6,Plvap,protein_coding,1987,0,0.0,0.0,0.0
25368,ENSMUSG00000108900.1,Ccdc194,protein_coding,1820,0,0.0,0.0,0.0
25369,ENSMUSG00000110619.1,Gm7850,processed_pseudogene,712,0,0.0,0.0,0.0
25370,ENSMUSG00000046718.8,Bst2,protein_coding,903,0,0.0,0.0,0.0
25371,ENSMUSG00000031813.8,Mvb12a,protein_coding,3077,5,1.6249593760155996,33.58567079542192,5.11210253291568
25372,ENSMUSG00000043664.7,Tmem221,protein_coding,1604,0,0.0,0.0,0.0
25373,ENSMUSG00000034829.8,Nxnl1,protein_coding,2730,0,0.0,0.0,0.0
25374,ENSMUSG00000031808.7,Slc27a1,protein_coding,5835,0,0.0,0.0,0.0
25375,ENSMUSG00000031807.10,Pgls,protein_coding,3770,8,2.1220159151193636,43.85914441910377,5.487330199616339
25376,ENSMUSG00000043243.15,Fam129c,protein_coding,3560,0,0.0,0.0,0.0
25377,ENSMUSG00000034807.9,Colgalt1,protein_coding,4326,21,4.8543689320388355,100.33311557040122,6.6629619124016415
25378,ENSMUSG00000034799.16,Unc13a,protein_coding,12623,0,0.0,0.0,0.0
25379,ENSMUSG00000098976.1,Mir6769b,miRNA,60,0,0.0,0.0,0.0
25380,ENSMUSG00000031805.17,Jak3,protein_coding,5352,2,0.37369207772795215,7.723700227018926,3.1249401954229796
25381,ENSMUSG00000079019.2,Insl3,protein_coding,623,0,0.0,0.0,0.0
25382,ENSMUSG00000031803.8,B3gnt3,protein_coding,3055,0,0.0,0.0,0.0
25383,ENSMUSG00000110438.1,Gm45756,processed_pseudogene,407,0,0.0,0.0,0.0
25384,ENSMUSG00000110569.1,Gm18860,processed_pseudogene,764,3,3.926701570680628,81.15950971532455,6.360355667325111
25385,ENSMUSG00000070000.13,Fcho1,protein_coding,4467,0,0.0,0.0,0.0
25386,ENSMUSG00000110462.1,Gm35572,lincRNA,2310,0,0.0,0.0,0.0
25387,ENSMUSG00000110473.1,Gm29705,processed_pseudogene,474,0,0.0,0.0,0.0
25388,ENSMUSG00000110685.1,Gm5373,transcribed_unprocessed_pseudogene,3613,0,0.0,0.0,0.0
25389,ENSMUSG00000110490.1,Vmn2r-ps91,unprocessed_pseudogene,784,0,0.0,0.0,0.0
25390,ENSMUSG00000056019.12,Zfp709,protein_coding,7954,1,0.12572290671360323,2.598519211403401,1.847403360484623
25391,ENSMUSG00000089857.9,Zfp882,protein_coding,3569,0,0.0,0.0,0.0
25392,ENSMUSG00000066880.15,Zfp617,protein_coding,3024,0,0.0,0.0,0.0
25393,ENSMUSG00000083718.2,Ccnb2-ps,transcribed_processed_pseudogene,2296,1,0.4355400696864112,9.002012982361782,3.32221847762865
25394,ENSMUSG00000052446.17,Zfp961,protein_coding,4334,1,0.23073373327180435,4.768948271228115,2.5283083271574585
25395,ENSMUSG00000110529.1,Gm45694,TEC,3251,0,0.0,0.0,0.0
25396,ENSMUSG00000003484.4,Cyp4f18,protein_coding,1855,0,0.0,0.0,0.0
25397,ENSMUSG00000110546.1,Gm45734,processed_pseudogene,411,0,0.0,0.0,0.0
25398,ENSMUSG00000110643.1,Gm18924,processed_pseudogene,316,0,0.0,0.0,0.0
25399,ENSMUSG00000084610.1,Gm25052,snRNA,158,0,0.0,0.0,0.0
25400,ENSMUSG00000069998.5,Olfr372,protein_coding,3542,0,0.0,0.0,0.0
25401,ENSMUSG00000110096.1,Gm45544,unprocessed_pseudogene,88,0,0.0,0.0,0.0
25402,ENSMUSG00000110522.1,Gm45735,processed_pseudogene,319,0,0.0,0.0,0.0
25403,ENSMUSG00000061561.5,Olfr373,protein_coding,4208,0,0.0,0.0,0.0
25404,ENSMUSG00000109990.1,Gm45543,unprocessed_pseudogene,88,0,0.0,0.0,0.0
25405,ENSMUSG00000046881.7,Olfr374,protein_coding,8846,0,0.0,0.0,0.0
25406,ENSMUSG00000088460.1,Gm24747,rRNA,87,0,0.0,0.0,0.0
25407,ENSMUSG00000031799.10,Tpm4,protein_coding,4269,24,5.621925509486999,116.19745218553844,6.872797396401416
25408,ENSMUSG00000097472.1,Gm26586,antisense,1745,0,0.0,0.0,0.0
25409,ENSMUSG00000087502.1,Gm16091,processed_transcript,963,0,0.0,0.0,0.0
25410,ENSMUSG00000003037.16,Rab8a,protein_coding,4678,10,2.1376656690893543,44.18260326528998,5.497695491110306
25411,ENSMUSG00000062007.13,Hsh2d,protein_coding,1824,0,0.0,0.0,0.0
25412,ENSMUSG00000074240.5,Cib3,protein_coding,2087,0,0.0,0.0,0.0
25413,ENSMUSG00000079016.1,Gm11034,protein_coding,90,0,0.0,0.0,0.0
25414,ENSMUSG00000003039.9,Fam32a,protein_coding,4409,5,1.1340440009072352,23.43912656781884,4.611120820355241
25415,ENSMUSG00000003033.15,Ap1m1,protein_coding,3184,15,4.711055276381909,97.37101982177757,6.62016145397459
25416,ENSMUSG00000110443.1,Gm39197,processed_pseudogene,457,0,0.0,0.0,0.0
25417,ENSMUSG00000070713.5,Gm10282,protein_coding,1151,0,0.0,0.0,0.0
25418,ENSMUSG00000055148.7,Klf2,protein_coding,1847,1,0.5414185165132648,11.190374557391799,3.607670549294211
25419,ENSMUSG00000006276.10,Eps15l1,protein_coding,6739,9,1.3355097195429588,27.603145313477345,4.838101894990801
25420,ENSMUSG00000110558.1,Gm45779,TEC,4064,0,0.0,0.0,0.0
25421,ENSMUSG00000019732.14,Calr3,protein_coding,1962,0,0.0,0.0,0.0
25422,ENSMUSG00000083922.1,Gm3835,processed_pseudogene,403,0,0.0,0.0,0.0
25423,ENSMUSG00000052794.13,1700030K09Rik,protein_coding,2970,0,0.0,0.0,0.0
25424,ENSMUSG00000052488.7,Cherp,protein_coding,4621,32,6.924908028565245,143.12830509415377,7.171209881351846
25425,ENSMUSG00000099079.1,Mir7068,miRNA,74,0,0.0,0.0,0.0
25426,ENSMUSG00000019731.13,Slc35e1,protein_coding,4470,18,4.026845637583893,83.22934956041337,6.396251120190043
25427,ENSMUSG00000097000.2,Gm17435,antisense,4885,1,0.2047082906857728,4.231038241044555,2.387097316749551
25428,ENSMUSG00000045248.6,Med26,protein_coding,2997,4,1.3346680013346681,27.5857481581617,4.837224144471422
25429,ENSMUSG00000110446.1,Gm18646,processed_pseudogene,1063,0,0.0,0.0,0.0
25430,ENSMUSG00000110532.1,Gm35857,processed_pseudogene,178,0,0.0,0.0,0.0
25431,ENSMUSG00000094041.1,Gm28019,miRNA,101,0,0.0,0.0,0.0
25432,ENSMUSG00000044600.14,Smim7,protein_coding,3266,4,1.224739742804654,25.31368255664746,4.717741260321476
25433,ENSMUSG00000031791.8,Tmem38a,protein_coding,2142,0,0.0,0.0,0.0
25434,ENSMUSG00000048148.18,Nwd1,protein_coding,12067,0,0.0,0.0,0.0
25435,ENSMUSG00000093276.1,Gm26237,miRNA,125,0,0.0,0.0,0.0
25436,ENSMUSG00000031622.16,Sin3b,protein_coding,7354,12,1.6317650258362795,33.72633419771985,5.1179582189992
25437,ENSMUSG00000050147.9,F2rl3,protein_coding,1995,0,0.0,0.0,0.0
25438,ENSMUSG00000110481.1,Gm45705,TEC,2134,0,0.0,0.0,0.0
25439,ENSMUSG00000110696.1,Gm45706,TEC,2136,0,0.0,0.0,0.0
25440,ENSMUSG00000110585.1,Gm45704,unprocessed_pseudogene,403,0,0.0,0.0,0.0
25441,ENSMUSG00000110563.1,Gm45791,processed_pseudogene,352,0,0.0,0.0,0.0
25442,ENSMUSG00000004383.18,Large1,protein_coding,7976,11,1.3791374122367102,28.50486959409844,4.882881176801873
25443,ENSMUSG00000093140.1,Mir28b,miRNA,80,0,0.0,0.0,0.0
25444,ENSMUSG00000089447.1,Gm22532,snoRNA,140,0,0.0,0.0,0.0
25445,ENSMUSG00000110450.1,Gm7943,processed_pseudogene,1034,0,0.0,0.0,0.0
25446,ENSMUSG00000076199.1,Gm23255,miRNA,110,0,0.0,0.0,0.0
25447,ENSMUSG00000047657.6,Crry-ps,processed_pseudogene,1309,0,0.0,0.0,0.0
25448,ENSMUSG00000110609.1,Gm7948,processed_pseudogene,844,0,0.0,0.0,0.0
25449,ENSMUSG00000110703.1,Gm45821,lincRNA,1757,0,0.0,0.0,0.0
25450,ENSMUSG00000098378.1,Gm27864,miRNA,190,0,0.0,0.0,0.0
25451,ENSMUSG00000079011.9,Gm11033,lincRNA,3721,0,0.0,0.0,0.0
25452,ENSMUSG00000031621.9,Isx,protein_coding,1793,0,0.0,0.0,0.0
25453,ENSMUSG00000034518.14,Hmgxb4,protein_coding,5227,8,1.5305146355462023,31.633628172952207,5.028287488573352
25454,ENSMUSG00000110593.1,Gm45822,antisense,259,0,0.0,0.0,0.0
25455,ENSMUSG00000042870.15,Tom1,protein_coding,2499,0,0.0,0.0,0.0
25456,ENSMUSG00000110433.1,Gm45820,antisense,362,0,0.0,0.0,0.0
25457,ENSMUSG00000110429.1,Gm2059,processed_pseudogene,287,0,0.0,0.0,0.0
25458,ENSMUSG00000005413.8,Hmox1,protein_coding,1751,24,13.706453455168477,283.29350278701526,8.15123731797039
25459,ENSMUSG00000005410.6,Mcm5,protein_coding,3993,28,7.012271475081393,144.93398712999604,7.189172106983278
25460,ENSMUSG00000110693.1,Gm45899,lincRNA,1276,0,0.0,0.0,0.0
25461,ENSMUSG00000110640.1,Gm45903,lincRNA,2898,0,0.0,0.0,0.0
25462,ENSMUSG00000034472.13,Rasd2,protein_coding,3176,0,0.0,0.0,0.0
25463,ENSMUSG00000110515.1,Gm9644,processed_pseudogene,1183,0,0.0,0.0,0.0
25464,ENSMUSG00000110432.1,Gm45907,processed_pseudogene,193,0,0.0,0.0,0.0
25465,ENSMUSG00000110543.1,Umpk-ps,processed_pseudogene,827,0,0.0,0.0,0.0
25466,ENSMUSG00000049891.4,Gm7984,processed_pseudogene,538,0,0.0,0.0,0.0
25467,ENSMUSG00000110668.1,Gm19885,processed_pseudogene,343,0,0.0,0.0,0.0
25468,ENSMUSG00000110469.1,Gm10358,protein_coding,1250,1,0.8,16.53489744600212,4.132157087806185
25469,ENSMUSG00000031620.16,Iqcm,protein_coding,2183,0,0.0,0.0,0.0
25470,ENSMUSG00000103054.1,Gm38270,TEC,407,0,0.0,0.0,0.0
25471,ENSMUSG00000101431.1,Gm7901,processed_pseudogene,1597,0,0.0,0.0,0.0
25472,ENSMUSG00000110485.1,Gm45740,lincRNA,2003,0,0.0,0.0,0.0
25473,ENSMUSG00000110603.1,Gm45741,lincRNA,152,0,0.0,0.0,0.0
25474,ENSMUSG00000077537.1,Gm22544,snoRNA,127,0,0.0,0.0,0.0
25475,ENSMUSG00000110553.1,Gm45742,processed_pseudogene,433,0,0.0,0.0,0.0
25476,ENSMUSG00000064709.1,Gm22509,snRNA,107,0,0.0,0.0,0.0
25477,ENSMUSG00000110655.1,Gm45798,lincRNA,511,0,0.0,0.0,0.0
25478,ENSMUSG00000098215.1,Gm7069,processed_pseudogene,1008,2,1.9841269841269842,41.00917025298145,5.392632385502775
25479,ENSMUSG00000110595.1,Gm7990,processed_pseudogene,593,0,0.0,0.0,0.0
25480,ENSMUSG00000074235.4,Gm10649,bidirectional_promoter_lncRNA,4038,0,0.0,0.0,0.0
25481,ENSMUSG00000099012.1,Gm27355,rRNA,128,0,0.0,0.0,0.0
25482,ENSMUSG00000087321.1,Gm5353,processed_pseudogene,793,0,0.0,0.0,0.0
25483,ENSMUSG00000031618.13,Nr3c2,protein_coding,6474,0,0.0,0.0,0.0
25484,ENSMUSG00000089309.1,Gm24838,snoRNA,130,0,0.0,0.0,0.0
25485,ENSMUSG00000088942.1,Gm23260,snRNA,172,0,0.0,0.0,0.0
25486,ENSMUSG00000037148.8,Arhgap10,protein_coding,3084,6,1.9455252918287937,40.21132647374056,5.364968995445567
25487,ENSMUSG00000110258.1,Gm45406,antisense,1637,0,0.0,0.0,0.0
25488,ENSMUSG00000110410.1,4933421D24Rik,antisense,1286,0,0.0,0.0,0.0
25489,ENSMUSG00000109732.1,Gm45285,antisense,749,0,0.0,0.0,0.0
25490,ENSMUSG00000109873.1,Gm45407,TEC,3676,1,0.2720348204570185,5.622584822498001,2.7273944168453372
25491,ENSMUSG00000097882.2,0610038B21Rik,antisense,3071,0,0.0,0.0,0.0
25492,ENSMUSG00000037134.17,Prmt9,protein_coding,5679,1,0.17608733932030285,3.63948262150073,2.21396393013461
25493,ENSMUSG00000087750.1,Gm23468,snRNA,108,0,0.0,0.0,0.0
25494,ENSMUSG00000109787.1,Gm45286,TEC,1350,0,0.0,0.0,0.0
25495,ENSMUSG00000031617.16,Tmem184c,protein_coding,2723,5,1.8362100624311422,37.95193133952011,5.283622957574048
25496,ENSMUSG00000086451.8,4933431K23Rik,processed_transcript,5337,0,0.0,0.0,0.0
25497,ENSMUSG00000086781.1,1700092C02Rik,lincRNA,359,0,0.0,0.0,0.0
25498,ENSMUSG00000109866.1,Gm45714,TEC,2722,0,0.0,0.0,0.0
25499,ENSMUSG00000031616.7,Ednra,protein_coding,5476,2,0.36523009495982467,7.548802705442896,3.095722378843655
25500,ENSMUSG00000087761.1,Gm23981,snRNA,106,0,0.0,0.0,0.0
25501,ENSMUSG00000110382.1,Gm29895,lincRNA,5652,0,0.0,0.0,0.0
25502,ENSMUSG00000109948.1,Gm45288,processed_pseudogene,151,0,0.0,0.0,0.0
25503,ENSMUSG00000110328.1,Gm45574,processed_pseudogene,331,0,0.0,0.0,0.0
25504,ENSMUSG00000037101.16,Ttc29,protein_coding,3541,0,0.0,0.0,0.0
25505,ENSMUSG00000031688.4,Pou4f2,protein_coding,3204,0,0.0,0.0,0.0
25506,ENSMUSG00000110057.1,Gm2225,processed_pseudogene,377,0,0.0,0.0,0.0
25507,ENSMUSG00000037070.10,Rbmxl1,protein_coding,1695,5,2.949852507374631,60.96938586283967,5.95348376568154
25508,ENSMUSG00000031684.11,Slc10a7,protein_coding,9442,7,0.7413683541622538,15.323062132230305,4.028839820614965
25509,ENSMUSG00000110244.1,Gm2253,processed_pseudogene,414,0,0.0,0.0,0.0
25510,ENSMUSG00000112190.1,Gm47209,unitary_pseudogene,1458,0,0.0,0.0,0.0
25511,ENSMUSG00000109768.1,Gm45446,processed_pseudogene,216,1,4.62962962962963,95.68806392362339,6.595265895850508
25512,ENSMUSG00000031683.16,Lsm6,protein_coding,4076,3,0.7360157016683023,15.21243018216584,4.019028456500189
25513,ENSMUSG00000069986.4,Gm8054,processed_pseudogene,483,0,0.0,0.0,0.0
25514,ENSMUSG00000110094.1,Gm45326,lincRNA,721,0,0.0,0.0,0.0
25515,ENSMUSG00000109583.1,Gm39204,lincRNA,1307,0,0.0,0.0,0.0
25516,ENSMUSG00000064926.1,Gm22044,snRNA,107,0,0.0,0.0,0.0
25517,ENSMUSG00000071064.15,Zfp827,protein_coding,11762,20,1.7003910899506887,35.144740363038004,5.175713822168138
25518,ENSMUSG00000031682.5,1700011L22Rik,protein_coding,1026,0,0.0,0.0,0.0
25519,ENSMUSG00000110388.1,Gm30329,antisense,3077,0,0.0,0.0,0.0
25520,ENSMUSG00000037022.3,Mmaa,protein_coding,6023,0,0.0,0.0,0.0
25521,ENSMUSG00000097174.2,Gm4890,bidirectional_promoter_lncRNA,3784,0,0.0,0.0,0.0
25522,ENSMUSG00000031681.16,Smad1,protein_coding,6262,5,0.7984669434685404,16.503211280343862,4.129547729699627
25523,ENSMUSG00000109945.1,Gm45601,lincRNA,6753,0,0.0,0.0,0.0
25524,ENSMUSG00000109851.1,Gm39288,processed_pseudogene,446,0,0.0,0.0,0.0
25525,ENSMUSG00000109774.1,Gm45602,lincRNA,1335,0,0.0,0.0,0.0
25526,ENSMUSG00000109591.1,Gm8077,processed_pseudogene,1024,0,0.0,0.0,0.0
25527,ENSMUSG00000097975.1,Gm8079,processed_pseudogene,975,1,1.0256410256410258,21.19858646923349,4.472395908455839
25528,ENSMUSG00000036990.13,Otud4,protein_coding,8096,30,3.705533596837945,76.58827250803849,6.277766699965985
25529,ENSMUSG00000094594.2,Tpd52-ps,processed_pseudogene,523,0,0.0,0.0,0.0
25530,ENSMUSG00000058355.8,Abce1,protein_coding,6004,39,6.495669553630913,134.2565373905069,7.079554515678455
25531,ENSMUSG00000098101.1,Gm27006,processed_pseudogene,943,0,0.0,0.0,0.0
25532,ENSMUSG00000036977.8,Anapc10,protein_coding,4837,0,0.0,0.0,0.0
25533,ENSMUSG00000110202.1,Gm45435,antisense,475,0,0.0,0.0,0.0
25534,ENSMUSG00000110044.1,Gm45434,processed_pseudogene,293,0,0.0,0.0,0.0
25535,ENSMUSG00000110048.1,Gm45433,processed_pseudogene,247,0,0.0,0.0,0.0
25536,ENSMUSG00000110188.1,Gm45432,processed_pseudogene,416,0,0.0,0.0,0.0
25537,ENSMUSG00000064325.4,Hhip,protein_coding,9076,0,0.0,0.0,0.0
25538,ENSMUSG00000098688.1,Gm27820,misc_RNA,175,0,0.0,0.0,0.0
25539,ENSMUSG00000109738.1,Gm33096,processed_pseudogene,493,0,0.0,0.0,0.0
25540,ENSMUSG00000082491.1,Gm5909,processed_pseudogene,1281,0,0.0,0.0,0.0
25541,ENSMUSG00000109593.1,Gm45431,lincRNA,588,0,0.0,0.0,0.0
25542,ENSMUSG00000110294.1,Gm45430,lincRNA,260,0,0.0,0.0,0.0
25543,ENSMUSG00000051839.7,Gypa,protein_coding,1848,0,0.0,0.0,0.0
25544,ENSMUSG00000086912.3,4930505O20Rik,antisense,1758,0,0.0,0.0,0.0
25545,ENSMUSG00000042353.9,Frem3,protein_coding,6384,0,0.0,0.0,0.0
25546,ENSMUSG00000031715.14,Smarca5,protein_coding,7777,4,0.5143371480005143,10.63063999357215,3.539858580361336
25547,ENSMUSG00000110142.1,Gm45872,TEC,1584,0,0.0,0.0,0.0
25548,ENSMUSG00000031714.9,Gab1,protein_coding,5082,0,0.0,0.0,0.0
25549,ENSMUSG00000109584.1,Gm7997,processed_pseudogene,980,0,0.0,0.0,0.0
25550,ENSMUSG00000109587.1,Gm31105,antisense,687,0,0.0,0.0,0.0
25551,ENSMUSG00000098001.1,Gm27048,lincRNA,4627,1,0.2161227577263886,4.466959543441247,2.4507386993544626
25552,ENSMUSG00000098223.1,Gm4891,processed_pseudogene,912,0,0.0,0.0,0.0
