,Gene,Bipolar1/Rods,Bipolar2/Rods,Bipolar3/Rods,Bipolar4/Rods,Bipolar5/Rods,Bipolar6/Rods,Bipolar1/Cones,Bipolar2/Cones,Bipolar3/Cones,Bipolar4/Cones,Bipolar5/Cones,Bipolar6/Cones,Bipolar1/MG,Bipolar2/MG,Bipolar3/MG,Bipolar4/MG,Bipolar5/MG,Bipolar6/MG,Bipolar1/BCs,Bipolar2/BCs,Bipolar3/BCs,Bipolar4/BCs,Bipolar5/BCs,Bipolar6/BCs
Gm20501,Gm20501,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,25,23,24,37,37
Gm20507,Gm20507,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Gm20508,Gm20508,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Gm20511,Gm20511,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Gm20512,Gm20512,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,3,0,3,4,0,6,6,1,19,2
Gm20515,Gm20515,0,0,0,0,0,0,0.0,0,0,0,0,0,7,6,6,3,6,12,0,0,0,0,1,0
Gm20517,Gm20517,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2,0,1,2,0,7,12,8,13,13,18
Gm20518,Gm20518,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
Gm20521,Gm20521,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0
Gm20522,Gm20522,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,2,5,4,4,4,6,8,14,6
Gm20528,Gm20528,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm20531,Gm20531,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm20535,Gm20535,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,5,3,9
Gm20536,Gm20536,0,0,0,0,0,2,0.0,0,0,0,0,0,0,3,0,1,15,5,9,11,13,14,41,32
Gm20537,Gm20537,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm20538,Gm20538,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm20539,Gm20539,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0
Gm20544,Gm20544,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,23,14,20,21,13
Gm20546,Gm20546,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm20548,Gm20548,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,3,1,1
Gm20594,Gm20594,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,9,9,6,8,6
Gm20604,Gm20604,1,0,0,3,12,1,0.0,0,0,0,2,2,4,8,7,4,22,23,131,181,172,181,377,351
Gm20605,Gm20605,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,1
Gm2061,Gm2061,0,0,0,0,0,0,0.0,0,0,0,0,0,1,3,3,2,5,4,1,4,2,0,3,8
Gm20616,Gm20616,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5
Gm20618,Gm20618,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm20619,Gm20619,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2
Gm20621,Gm20621,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20627,Gm20627,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,11,20,20,19,17,17
Gm20628,Gm20628,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,15,15,10
Gm20631,Gm20631,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
Gm20632,Gm20632,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,2,5,0,1,1,1,8,5
Gm20633,Gm20633,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,3
Gm20634,Gm20634,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Gm20635,Gm20635,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,3,3,7
Gm20636,Gm20636,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Gm20642,Gm20642,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Gm20644,Gm20644,0,0,0,0,0,0,0.0,0,0,0,3,0,0,0,0,0,0,0,2,3,3,5,4,2
Gm20646,Gm20646,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm20649,Gm20649,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm2065,Gm2065,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,3,5,4,4,3,4,8,9
Gm20650,Gm20650,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,9,3,10,12,9
Gm20652,Gm20652,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,2,0
Gm20655,Gm20655,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,2
Gm20658,Gm20658,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,8,4
Gm20659,Gm20659,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,5,7,4,9,19,14
Gm20661,Gm20661,0,0,0,0,0,0,0.0,0,0,0,0,0,3,3,3,2,21,7,0,2,0,1,4,0
Gm20667,Gm20667,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm20680,Gm20680,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,1,2,4,7,4,20,7
Gm20681,Gm20681,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,4
Gm20682,Gm20682,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,3,8,3,4,12,17
Gm20683,Gm20683,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20685,Gm20685,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm20686,Gm20686,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,1,0
Gm20692,Gm20692,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,3
Gm20695,Gm20695,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Gm20696,Gm20696,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Gm20700,Gm20700,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm20703,Gm20703,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Gm20707,Gm20707,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,3,1,0
Gm20711,Gm20711,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20712,Gm20712,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,21,9,15,19,41,53
Gm20715,Gm20715,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7
Gm20716,Gm20716,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,6,1
Gm20717,Gm20717,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20721,Gm20721,1,0,0,1,0,1,0.0,0,0,0,0,0,4,5,7,9,30,17,42,97,81,96,169,140
Gm20726,Gm20726,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,4,2
Gm20731,Gm20731,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,5
Gm20732,Gm20732,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Gm20743,Gm20743,0,0,0,0,0,0,0.0,0,0,0,0,0,1,2,4,1,1,10,0,0,0,0,0,0
Gm20748,Gm20748,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
Gm20750,Gm20750,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm20754,Gm20754,2,1,1,1,3,0,0.0,0,0,0,0,1,0,0,2,0,1,1,136,156,165,198,287,230
Gm2087,Gm2087,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20878,Gm20878,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3
Gm2093,Gm2093,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,0,2,0,2,4,4,4,9,23
Gm20939,Gm20939,0,0,0,0,0,0,0.0,0,0,0,0,0,2,3,1,2,6,2,10,14,4,7,12,3
Gm20946,Gm20946,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
Gm21060,Gm21060,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Gm2109,Gm2109,0,0,0,0,0,0,0.0,0,0,0,0,0,5,3,4,5,11,17,2,6,4,11,11,3
Gm21092,Gm21092,1,0,2,3,0,1,0.0,0,0,0,0,0,3,9,7,8,4,6,32,57,38,69,39,37
Gm21095,Gm21095,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm21119,Gm21119,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gm2115,Gm2115,0,0,0,0,0,0,0.0,0,0,0,0,0,4,6,11,3,27,16,0,0,0,0,6,2
Gm21319,Gm21319,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0
Gm2136,Gm2136,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,6,3
Gm21411,Gm21411,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,2,1,2,1,1,0
Gm2155,Gm2155,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,3,8
Gm21685,Gm21685,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm21710,Gm21710,1,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,1,0,3,4,7,4,5,10,7
Gm21738,Gm21738,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,6,3,1,1,4,4
Gm21750,Gm21750,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm2178,Gm2178,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,2,14,3,7,6,10
Gm21781,Gm21781,0,0,1,1,0,3,0.0,0,0,0,1,1,2,1,3,1,8,4,26,46,38,53,51,42
Gm21786,Gm21786,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm21814,Gm21814,0,0,0,0,0,0,0.0,0,0,0,0,0,2,3,1,2,9,1,5,6,0,2,4,0
Gm21827,Gm21827,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Gm21833,Gm21833,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21836,Gm21836,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
Gm21844,Gm21844,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Gm21846,Gm21846,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,5,2
Gm21863,Gm21863,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Gm21887,Gm21887,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,5,14,9,9,19,18
Gm21893,Gm21893,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Gm21917,Gm21917,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
Gm21954,Gm21954,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm21957,Gm21957,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0
Gm21958,Gm21958,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
Gm21967,Gm21967,0,0,1,1,0,0,0.0,0,0,0,1,1,6,2,2,5,18,12,47,56,44,42,105,93
Gm21970,Gm21970,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm21972,Gm21972,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm21975,Gm21975,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Gm21976,Gm21976,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
Gm21981,Gm21981,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0
Gm21984,Gm21984,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,3,1,2
Gm21986,Gm21986,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,1,2
Gm21987,Gm21987,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Gm21988,Gm21988,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm21989,Gm21989,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,53,81,64,63,115,75
Gm21992,Gm21992,0,0,0,0,0,0,0.0,0,0,0,1,0,1,1,1,0,1,0,11,7,5,6,12,8
Gm21994,Gm21994,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1
Gm22,Gm22,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Gm22003,Gm22003,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,3,2
Gm22005,Gm22005,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Gm22009,Gm22009,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1
Gm22019,Gm22019,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Gm22033,Gm22033,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm22035,Gm22035,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
Gm22037,Gm22037,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm22043,Gm22043,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0
Gm22044,Gm22044,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm22054,Gm22054,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
Gm22055,Gm22055,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22056,Gm22056,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Gm22058,Gm22058,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22059,Gm22059,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm22060,Gm22060,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Gm22061,Gm22061,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Gm22063,Gm22063,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1
Gm22064,Gm22064,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm22067,Gm22067,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22071,Gm22071,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22075,Gm22075,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm22078,Gm22078,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm22079,Gm22079,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm22080,Gm22080,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm22095,Gm22095,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22098,Gm22098,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Gm22101,Gm22101,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm22105,Gm22105,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
Gm22107,Gm22107,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,2,7,3
Gm22113,Gm22113,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
Gm22121,Gm22121,0,0,0,0,2,0,0.0,0,0,0,0,0,0,1,2,0,0,2,1,0,2,3,8,3
Gm22127,Gm22127,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22129,Gm22129,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0
Gm22137,Gm22137,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
Gm22141,Gm22141,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gm22148,Gm22148,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm22149,Gm22149,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm22157,Gm22157,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm22165,Gm22165,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Gm22169,Gm22169,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm22170,Gm22170,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
Gm22193,Gm22193,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22200,Gm22200,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Gm22201,Gm22201,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm22205,Gm22205,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Gm22208,Gm22208,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,8,4,12,6
Gm22224,Gm22224,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm22226,Gm22226,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22228,Gm22228,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Gm22232,Gm22232,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Gm22245,Gm22245,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm22248,Gm22248,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm22260,Gm22260,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm22270,Gm22270,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,2
Gm22281,Gm22281,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
Gm22282,Gm22282,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Gm22288,Gm22288,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm22290,Gm22290,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gm22297,Gm22297,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22299,Gm22299,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0
Gm22301,Gm22301,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22304,Gm22304,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1
Gm22307,Gm22307,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Gm22308,Gm22308,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Gm22311,Gm22311,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm22312,Gm22312,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm22314,Gm22314,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Gm22316,Gm22316,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22334,Gm22334,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Gm22343,Gm22343,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Gm22345,Gm22345,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0
Gm22352,Gm22352,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22353,Gm22353,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,5
Gm22355,Gm22355,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1
Gm22358,Gm22358,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0
Gm22359,Gm22359,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm22360,Gm22360,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gm22362,Gm22362,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Gm22363,Gm22363,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Gm22365,Gm22365,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm22368,Gm22368,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,1,0
Gm22369,Gm22369,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Gm2237,Gm2237,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7,3
Gm2238,Gm2238,0,0,1,0,0,1,0.0,0,0,0,0,2,0,3,0,1,1,2,9,13,12,11,34,20
Gm22381,Gm22381,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
Gm22384,Gm22384,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm22388,Gm22388,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gm22390,Gm22390,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22392,Gm22392,0,0,0,1,0,1,0.0,0,0,0,1,0,1,1,6,5,10,5,27,26,17,23,32,25
Gm22395,Gm22395,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22402,Gm22402,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22403,Gm22403,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Gm22408,Gm22408,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Gm22418,Gm22418,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Gm22420,Gm22420,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm22421,Gm22421,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm22426,Gm22426,1,0,0,0,0,0,0.0,0,0,0,0,0,4,7,1,3,1,1,105,64,41,69,12,21
Gm22431,Gm22431,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Gm22435,Gm22435,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0
