Gene,ONL_1,ONL_2,ONL_3,ONL_4,ONL_5,ONL_6,BP_1,BP_2,BP_3,BP_4,BP_5,BP_6
2210016L21Rik,10,7,17,15,17,27,943,1088,1156,1267,2597,2358
2210017G18Rik,0,0,0,0,0,0,0,2,3,5,1,1
2210018M11Rik,3,0,2,2,7,1,85,125,97,123,255,239
2210019I11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210404O09Rik,0,0,2,2,0,1,70,96,76,77,135,124
2210406O10Rik,0,0,0,1,0,1,2,13,9,11,19,15
2210407C18Rik,0,0,0,0,0,0,1,1,0,0,0,0
2210408F21Rik,0,0,0,0,0,2,5,12,6,5,9,4
2210408I21Rik,0,0,0,0,0,1,56,78,58,67,103,91
2210417A02Rik,0,0,0,0,0,0,0,1,0,0,0,0
2210418O10Rik,0,0,0,0,0,0,0,1,1,1,0,0
2300005B03Rik,0,0,0,0,0,0,0,0,0,1,0,1
2300009A05Rik,2,3,4,7,9,6,308,371,345,415,626,567
2310001H17Rik,0,0,0,0,0,0,2,2,3,4,6,3
2310001K24Rik,0,0,0,0,0,0,0,0,1,1,0,1
2310002L09Rik,0,0,0,0,0,0,1,0,0,0,1,0
2310003H01Rik,0,0,0,0,1,0,25,19,13,28,58,70
2310007L24Rik,0,0,0,0,0,0,0,0,0,0,0,1
2310009A05Rik,0,1,2,5,3,3,116,128,136,134,279,279
2310009B15Rik,2,0,1,3,5,3,130,163,127,149,252,218
2310010G23Rik,0,0,0,0,0,0,6,7,3,6,14,17
2310010J17Rik,1,0,2,2,4,1,49,81,45,94,117,108
2310011J03Rik,1,0,1,1,2,3,38,44,30,46,139,96
2310014F06Rik,0,0,0,0,0,0,0,0,0,1,1,0
2310014L17Rik,0,0,0,0,0,0,1,1,2,4,0,0
2310015A10Rik,0,1,1,1,3,1,62,85,67,105,134,130
2310015D24Rik,0,0,0,0,0,0,0,1,0,0,0,0
2310015K22Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310016G11Rik,0,0,0,0,0,0,0,1,0,0,0,1
2310022A10Rik,1,2,1,0,1,1,38,46,43,47,89,74
2310022B05Rik,1,0,0,1,3,1,27,44,55,43,140,132
2310026I22Rik,0,0,0,0,0,0,9,5,7,9,17,10
2310026L22Rik,0,0,0,0,0,0,5,4,4,9,20,14
2310030A07Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310030G06Rik,0,0,1,0,0,0,11,14,12,23,49,42
2310031A07Rik,0,0,0,0,0,0,5,7,5,4,5,6
2310033P09Rik,0,2,3,3,4,9,167,199,181,212,382,367
2310034O05Rik,0,0,0,0,0,0,0,0,0,0,2,1
2310035C23Rik,2,0,0,3,3,3,125,160,181,205,357,331
2310036O22Rik,8,1,4,13,20,12,399,497,392,475,1122,972
2310039H08Rik,2,0,0,0,3,2,52,76,69,84,187,175
2310040G07Rik,0,0,0,0,0,0,0,0,0,0,3,2
2310040G24Rik,0,0,0,0,0,0,0,3,4,1,9,10
2310043M15Rik,0,0,0,0,0,0,0,0,0,1,0,0
2310045N01Rik,2,0,1,2,3,4,74,96,79,107,219,172
2310047D07Rik,0,0,0,2,0,0,2,4,0,1,5,9
2310047M10Rik,0,1,1,0,5,3,36,37,45,41,93,90
2310050C09Rik,0,0,0,0,0,0,0,0,0,0,1,0
2310057J18Rik,0,0,0,0,0,0,0,0,0,0,0,1
2310057M21Rik,0,2,0,2,2,4,55,67,59,75,165,138
2310058D17Rik,0,0,0,0,0,0,4,11,5,7,22,13
2310061I04Rik,2,1,3,1,6,4,105,116,98,122,236,216
2310061J03Rik,0,0,1,0,0,0,10,17,16,17,0,0
2310061N02Rik,0,0,0,0,0,0,0,0,0,0,0,1
2310065F04Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310067B10Rik,0,0,0,1,3,0,18,27,15,31,70,57
2310068J16Rik,0,0,0,0,0,0,10,15,16,13,22,9
2310069B03Rik,0,0,0,0,0,0,0,0,0,1,0,1
2310069G16Rik,1,0,0,0,2,0,13,14,15,17,31,20
2410002F23Rik,0,1,0,3,3,0,61,103,86,116,229,209
2410004B18Rik,3,1,5,5,7,6,222,274,251,292,625,572
2410004I01Rik,0,0,0,0,0,0,0,0,1,0,0,0
2410004N09Rik,3,5,2,3,0,0,102,118,95,126,0,0
2410004P03Rik,0,0,0,0,0,0,1,0,0,0,0,1
2410006H16Rik,0,3,4,8,13,8,296,388,255,410,720,600
2410007B07Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410012E07Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410015M20Rik,2,0,2,11,9,10,311,383,354,427,856,747
2410016O06Rik,3,2,0,0,0,0,16,14,13,14,38,34
2410017I17Rik,0,0,0,0,0,0,1,0,0,0,0,0
2410018L13Rik,0,0,0,0,1,1,44,67,49,58,62,51
2410021H03Rik,0,0,0,0,3,0,11,17,17,20,30,43
2410022M11Rik,0,0,0,1,0,1,21,35,28,29,59,39
2410080I02Rik,0,0,0,0,0,0,2,2,4,2,8,9
2410089E03Rik,2,1,7,2,3,7,136,226,176,226,388,330
2410114N07Rik,0,0,0,0,0,0,2,1,0,1,0,0
2410124H12Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410127L17Rik,0,0,0,0,0,0,10,15,11,10,13,12
2410131K14Rik,1,1,2,1,3,6,40,48,43,55,131,99
2410137M14Rik,0,0,0,0,0,0,0,1,0,0,3,1
2410141K09Rik,0,0,0,0,0,0,3,3,1,1,1,0
2500002B13Rik,0,0,0,0,1,0,1,1,0,1,2,0
2500004C02Rik,0,0,1,1,2,1,29,54,36,48,42,40
2510002D24Rik,4,4,3,2,8,5,198,259,274,286,536,470
2510003E04Rik,6,5,6,11,0,0,324,417,367,400,0,0
2510009E07Rik,3,9,1,7,12,11,300,399,366,460,979,898
2510039O18Rik,0,0,0,0,1,1,27,33,44,42,91,75
2510046G10Rik,0,1,0,0,2,2,27,34,35,44,56,60
2600006K01Rik,0,0,0,0,0,0,2,0,0,0,2,2
2600014E21Rik,0,0,0,0,0,0,1,1,0,1,0,0
2610001A08Rik,0,0,0,0,0,0,0,1,0,1,1,1
2610001J05Rik,0,5,0,7,11,12,205,264,268,303,573,476
2610002J02Rik,0,0,0,0,0,1,12,17,11,12,72,63
2610002M06Rik,1,1,0,1,0,3,120,155,140,197,220,207
2610008E11Rik,1,1,1,9,2,1,180,267,275,299,374,327
2610012C04Rik,0,0,0,0,0,0,0,1,0,0,3,1
2610015P09Rik,3,4,0,10,6,11,103,154,145,154,361,292
2610020C07Rik,1,1,1,0,2,2,27,54,44,49,76,72
2610020H08Rik,0,0,0,1,1,0,1,9,5,2,13,6
2610021A01Rik,2,2,1,2,1,1,75,85,76,94,104,109
2610027K06Rik,0,0,0,1,0,0,7,15,11,14,42,32
2610028E06Rik,0,0,0,0,0,0,0,0,0,0,1,0
2610028H24Rik,0,0,0,0,0,0,1,1,0,1,6,1
2610034B18Rik,0,0,0,0,1,2,32,51,33,44,83,101
2610035D17Rik,0,0,0,0,0,0,4,5,4,7,16,16
2610035F20Rik,0,0,0,0,1,0,1,1,1,1,6,4
2610037D02Rik,1,0,5,0,0,3,72,88,94,107,184,151
2610042L04Rik,0,0,0,0,0,0,1,1,0,2,1,0
2610044O15Rik8,0,0,2,0,3,0,62,85,78,100,134,120
2610105M22Rik,0,0,0,0,0,0,0,1,1,0,0,0
2610203C20Rik,0,0,0,0,0,0,24,24,24,29,55,65
2610203C22Rik,0,0,0,0,0,0,0,0,0,2,1,3
2610204G07Rik,0,0,0,0,0,0,0,0,0,1,0,0
2610206C17Rik,0,0,0,0,0,0,0,2,3,1,2,4
2610301B20Rik,1,1,4,3,3,3,76,90,83,98,189,159
2610305D13Rik,0,0,2,0,0,0,6,7,9,7,8,17
2610306M01Rik,0,0,0,3,2,0,50,54,40,62,107,88
2610307P16Rik,0,0,0,0,0,0,1,2,0,1,2,3
2610316D01Rik,0,0,1,2,1,1,10,14,16,19,50,32
2610318N02Rik,0,0,0,0,0,0,4,5,7,9,15,14
2610507B11Rik,2,1,5,5,6,7,158,196,198,241,458,433
2610507I01Rik,1,1,0,0,1,0,29,45,48,53,52,52
2610509F24Rik,0,0,0,0,0,0,0,0,0,0,0,0
2610524H06Rik,0,4,1,3,5,2,102,109,113,139,385,285
2610528A11Rik,0,0,0,0,1,0,1,9,3,5,6,4
2700012I20Rik,0,0,0,1,0,0,1,2,2,4,6,5
2700016F22Rik,0,0,0,1,0,0,8,13,9,13,40,35
2700029M09Rik,11,3,7,14,21,14,468,544,557,646,1078,966
2700033N17Rik,0,0,0,0,4,1,4,6,12,6,19,14
2700038G22Rik,2,0,1,2,0,5,39,53,47,57,46,49
2700046A07Rik,0,0,0,0,0,0,6,7,3,1,8,10
2700046G09Rik,0,0,0,3,3,3,68,95,95,94,146,120
2700049A03Rik,0,1,7,0,4,8,119,163,160,209,324,274
2700060E02Rik,3,2,5,13,17,9,397,448,402,531,851,709
2700062C07Rik,2,2,2,4,2,3,55,82,80,86,204,158
2700068H02Rik,0,0,0,0,0,0,0,1,0,0,0,1
2700069I18Rik,0,0,1,1,0,0,12,22,19,22,47,63
2700078F05Rik,0,0,0,0,0,0,0,1,1,2,3,4
2700081O15Rik,2,0,1,0,2,0,37,41,38,58,85,65
2700089E24Rik,10,2,13,16,0,0,969,1179,1201,1278,0,0
2700089I24Rik,0,0,0,0,0,0,0,0,0,1,0,0
2700094K13Rik,4,1,4,9,12,9,258,356,283,353,684,560
2700097O09Rik,1,0,2,2,3,4,115,143,112,160,252,248
2810001G20Rik,0,0,1,4,3,6,166,207,193,226,330,272
2810002D19Rik,1,1,0,0,1,1,48,57,65,64,104,92
2810004N23Rik,3,2,2,0,4,3,158,169,173,207,410,376
2810006K23Rik,0,4,1,6,7,4,126,176,173,207,379,267
2810007J24Rik,0,0,0,0,0,0,0,0,0,0,0,0
2810008D09Rik,12,5,17,12,0,0,977,1106,1005,1207,0,0
2810013P06Rik,5,6,5,13,11,15,415,614,530,645,985,804
2810021J22Rik,0,1,2,1,4,4,52,70,61,73,153,120
2810029C07Rik,0,1,3,3,1,3,57,76,54,70,174,145
2810030D12Rik,0,0,1,3,1,1,2,9,1,6,4,4
2810032G03Rik,0,0,0,0,0,0,4,2,0,1,4,6
2810049E08Rik,0,0,0,0,1,0,23,16,14,24,51,46
2810402E24Rik,0,0,1,1,2,1,49,84,76,97,201,191
2810403A07Rik,2,0,1,5,1,2,147,172,189,234,313,310
2810403D21Rik,0,0,0,0,0,2,8,10,10,10,30,16
2810405F15Rik,0,0,0,0,0,0,0,0,0,1,0,0
2810405F17Rik,0,0,0,1,0,0,35,37,36,37,51,62
2810407A14Rik,0,0,0,0,0,0,0,0,1,1,1,0
2810408A11Rik,0,0,0,0,0,0,1,2,2,2,7,8
2810408I11Rik,0,0,0,0,0,0,1,2,6,6,13,8
2810408M09Rik,0,0,0,0,0,0,37,36,25,41,0,0
2810410L24Rik,1,1,0,1,0,0,25,54,38,46,60,37
2810414N06Rik,0,0,0,1,0,0,4,7,3,4,3,4
2810417H13Rik,0,0,0,0,0,1,4,7,3,7,9,6
2810425M01Rik,0,0,0,0,0,0,0,0,0,1,1,0
2810428I15Rik,1,0,6,6,13,6,224,267,233,316,781,742
2810429I04Rik,0,0,0,0,0,0,19,35,30,46,46,28
2810430I11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2810433D01Rik,0,1,0,0,0,0,37,40,45,36,69,60
2810442N19Rik,0,0,0,0,0,0,1,1,4,4,1,4
2810454H06Rik,0,0,0,0,3,0,20,45,30,46,56,44
2810455O05Rik,0,0,0,0,0,3,14,17,14,27,49,33
2810459M11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2810468N07Rik,0,0,0,0,0,0,27,50,34,46,97,69
2810471M01Rik,0,0,0,0,0,0,0,1,0,0,0,0
2810474O19Rik,1,0,3,5,3,6,110,168,171,200,442,370
2900002M20Rik,0,0,0,0,0,0,1,1,3,4,10,9
2900005J15Rik,0,0,0,0,0,0,4,2,5,0,4,4
2900009J06Rik,0,0,0,0,1,0,2,0,1,1,1,4
2900011O08Rik,11,1,4,13,9,10,682,828,770,937,1202,1127
2900018N21Rik,0,0,0,0,0,0,1,1,1,0,5,3
2900022M07Rik,0,0,0,0,0,1,9,14,12,13,31,29
2900026A02Rik,0,0,0,0,1,0,13,21,15,18,52,41
2900035J10Rik,0,0,0,0,1,0,0,0,1,0,0,0
2900037B21Rik,0,0,0,0,0,0,0,0,0,0,0,1
2900041M22Rik,0,0,0,0,0,0,0,0,0,0,1,1
2900052L18Rik,0,0,2,3,1,4,180,237,223,269,368,377
2900052N01Rik,0,0,0,0,1,0,21,30,31,31,71,71
2900055J20Rik,0,0,0,0,0,0,6,12,8,9,39,26
2900072N19Rik,0,0,0,1,0,0,0,6,3,3,6,6
2900076A07Rik,1,1,4,7,13,5,163,228,200,224,340,346
2900079G21Rik,0,0,0,0,0,0,0,0,0,0,1,1
2900089D17Rik,0,0,0,0,0,0,1,1,0,0,6,5
2900092N22Rik,0,0,0,0,0,0,1,0,0,1,0,0
2900093K20Rik,0,1,2,3,2,4,126,176,175,194,209,195
2900097C17Rik,0,0,0,0,0,0,2,6,3,4,8,4
3010001F23Rik,0,0,0,1,2,2,15,18,27,24,40,36
3010003L21Rik,0,0,0,0,0,0,2,3,2,2,5,3
3010026O09Rik,0,0,0,2,0,0,21,30,17,24,69,44
3100003L05Rik,0,0,0,0,0,0,1,3,2,4,6,1
3110001I22Rik,0,1,0,0,0,1,13,17,19,14,21,28
3110002H16Rik,1,1,0,0,1,3,58,53,71,78,132,112
3110004A20Rik,0,1,0,2,0,0,12,17,7,16,30,26
3110007F17Rik,0,0,0,0,0,0,10,17,7,17,0,0
3110009E18Rik,1,0,2,2,1,0,35,30,38,36,78,76
3110018I06Rik,0,0,0,0,0,0,0,0,0,0,1,0
3110021A11Rik,0,0,0,0,0,0,7,9,6,7,19,7
3110021N24Rik,0,1,0,0,1,1,21,29,26,28,52,46
3110035E14Rik,0,0,0,0,1,0,6,6,9,4,19,11
3110039M20Rik,0,0,0,0,0,0,0,0,0,1,0,0
3110040N11Rik,1,0,2,1,1,2,44,70,73,69,138,95
3110043O21Rik,1,1,0,2,5,1,77,69,68,78,153,124
3110045C21Rik,0,0,0,0,0,0,0,1,2,0,0,1
3110052M02Rik,0,0,0,0,1,0,21,25,35,42,67,46
3110056K07Rik,1,0,5,5,9,4,179,244,243,270,307,247
3110057O12Rik,0,3,0,2,3,0,67,103,97,121,169,162
3110062G12Rik,0,0,0,0,0,0,1,1,0,0,0,1
3110062M04Rik,1,0,0,1,2,1,22,44,31,40,93,84
3110070M22Rik,0,0,0,0,0,0,5,5,4,4,28,14
3110079O15Rik,0,0,0,0,0,0,0,0,0,1,1,0
3110080O07Rik,0,0,0,0,0,0,0,1,0,0,4,0
3110082I17Rik,1,2,1,1,1,0,9,14,11,22,43,54
3110082J24Rik,0,0,0,0,0,0,0,0,0,0,0,0
3110083C13Rik,0,0,0,0,0,0,6,5,2,9,27,18
3110099E03Rik,0,0,0,0,0,0,0,0,0,0,1,1
3222401L13Rik,0,0,2,0,1,5,23,31,24,33,61,56
3300002I08Rik,0,0,1,0,0,0,19,31,33,27,55,45
3300005D01Rik,0,0,0,0,0,0,0,0,0,0,0,0
3425401B19Rik,0,0,0,0,0,0,0,1,1,0,1,0
3632451O06Rik,0,1,0,1,3,2,10,9,11,6,24,31
3632454L22Rik,0,0,0,0,0,0,0,1,1,0,3,4
3830403N18Rik,0,0,0,0,0,0,0,1,0,1,0,0
3830406C13Rik,1,2,0,1,1,0,84,135,130,146,245,222
3830408C21Rik,0,0,0,2,0,0,9,13,15,9,20,18
3830432H09Rik,0,0,0,0,0,0,2,1,0,1,3,0
3930402G23Rik,0,0,0,0,0,0,0,0,0,0,1,0
4430402I18Rik,0,0,0,0,0,0,8,6,8,5,9,15
4631405J19Rik,0,0,0,0,0,2,19,25,35,30,73,56
4632404H12Rik,0,0,3,2,3,0,108,146,119,148,212,185
4632411P08Rik,0,0,0,0,0,0,1,1,1,1,9,1
4632415L05Rik,8,0,7,5,16,11,240,284,336,358,785,680
4632427E13Rik,0,1,7,2,7,5,119,147,124,148,394,353
4632428C04Rik,0,0,0,0,0,0,1,1,0,0,0,0
4632428N05Rik,0,0,0,0,0,0,0,0,0,0,2,0
4632433K11Rik,0,0,0,0,1,0,1,4,3,2,6,2
4731419I09Rik,0,0,0,0,1,0,0,0,0,1,0,0
4732414G09Rik,0,0,0,0,0,1,4,14,7,7,10,19
4732419C18Rik,0,0,0,0,0,0,0,0,0,0,0,1
4732440D04Rik,0,1,2,0,2,2,49,47,54,50,84,87
4732456N10Rik,0,0,0,0,0,0,2,0,0,1,2,0
4732463B04Rik,0,0,0,0,0,0,0,1,0,1,0,1
4732465J04Rik,0,0,0,0,0,0,0,0,2,0,0,1
4732471J01Rik,0,0,0,0,0,0,1,0,1,1,1,3
4732487G21Rik,0,0,0,0,0,0,1,1,0,1,0,0
4732490B19Rik,0,0,0,0,0,0,0,1,0,0,0,0
4732491K20Rik,0,0,0,0,0,2,16,26,26,36,42,28
4831440E17Rik,1,0,2,0,0,0,49,71,73,84,63,45
4833412C05Rik,0,0,0,0,0,0,0,1,0,1,1,0
4833412K13Rik,0,0,0,0,0,1,3,6,4,9,10,6
4833413E03Rik,0,0,0,0,0,0,2,1,1,1,5,4
4833417C18Rik,0,0,0,0,0,0,11,19,8,8,19,26
4833418N02Rik,1,0,0,0,0,0,4,3,2,3,3,4
4833420G17Rik,5,2,2,3,6,9,220,295,289,335,500,406
4833421G17Rik,0,0,0,0,0,0,1,0,1,2,1,2
4833422C13Rik,0,0,0,1,0,2,13,24,16,21,52,43
4833422M21Rik,0,0,0,0,0,0,1,0,0,0,0,0
4833423E24Rik,0,0,0,0,0,1,1,0,1,2,4,4
4833428L15Rik,0,0,0,0,0,0,4,5,2,8,7,10
4833439L19Rik,9,6,6,9,9,11,296,377,351,403,764,685
4833445I07Rik,0,0,0,0,0,0,1,4,4,4,2,3
4921501E09Rik,0,0,0,0,0,0,0,0,0,0,0,0
4921504A21Rik,1,0,1,3,1,1,26,31,49,47,65,67
4921506M07Rik,0,0,0,0,0,0,1,1,0,0,2,0
4921507G05Rik,0,0,0,0,1,0,1,0,0,0,2,1
4921507H08Rik,0,0,0,0,0,0,0,0,1,0,0,0
4921507L20Rik,0,0,0,0,0,0,0,0,1,1,1,1
4921507P07Rik,0,0,0,0,0,0,2,1,0,1,2,2
4921508M14Rik,0,0,0,0,0,0,1,0,0,0,0,0
4921511C20Rik,0,0,0,0,0,0,0,0,0,0,0,0
4921511H03Rik,0,0,0,0,1,1,1,1,1,3,11,13
4921513D11Rik,0,0,0,0,0,0,1,1,0,1,1,4
4921514A10Rik,0,0,0,0,0,0,1,4,3,5,3,5
4921517D22Rik,0,0,0,0,0,0,0,0,1,0,1,0
4921523L03Rik,0,0,0,0,0,0,0,1,0,0,1,0
4921524J17Rik,0,2,4,4,7,3,141,207,199,220,341,318
4921528I07Rik,0,0,0,0,0,0,0,0,0,0,0,0
4921530L21Rik,0,0,0,0,0,0,0,0,0,0,0,0
4921531C22Rik,0,0,0,0,0,2,19,24,27,24,54,50
4921534H16Rik,0,0,0,0,0,0,1,0,0,0,0,0
4921536K21Rik,0,0,0,0,0,0,0,0,0,0,0,0
4921539E11Rik,0,0,0,0,0,0,1,0,0,0,0,0
4930401G09Rik,0,0,0,0,0,0,2,1,0,1,1,0
4930401O10Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930402H24Rik,2,0,3,1,3,3,82,126,110,146,248,197
4930402K13Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930403O15Rik,0,0,0,0,0,0,1,2,0,4,2,7
4930403P22Rik,0,0,0,0,0,0,0,4,5,0,5,2
4930404H24Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930404I05Rik,0,0,0,0,0,0,4,4,4,1,6,1
4930404N11Rik,1,0,0,0,0,0,6,10,11,14,23,20
4930405A21Rik,1,0,3,1,1,2,16,13,27,27,40,36
4930405D11Rik,0,0,0,0,0,0,0,0,0,1,0,0
4930405O22Rik,0,0,0,0,0,0,0,1,0,0,0,0
4930407G08Rik,0,0,0,0,1,0,0,2,1,1,2,0
4930407I10Rik,0,0,0,0,0,0,0,1,0,0,0,0
4930412B13Rik,0,0,0,0,0,0,1,0,0,0,0,0
4930412C18Rik,0,0,2,0,0,0,24,20,20,24,23,16
4930412L05Rik,0,0,0,0,0,0,1,0,0,1,0,0
4930412M03Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930412O13Rik,0,0,0,0,0,0,0,1,0,0,0,0
4930415F15Rik,0,0,0,0,0,1,3,4,6,5,3,6
4930415L06Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930415O20Rik,0,0,0,0,0,0,0,0,0,1,1,1
4930417H01Rik,0,0,0,0,0,0,0,1,1,0,1,1
4930422M22Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930426D05Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930426I24Rik,0,0,0,0,0,0,1,1,3,2,4,4
4930426L09Rik,0,0,0,0,0,0,0,1,0,1,0,1
4930427A07Rik,0,0,0,0,0,0,1,1,0,0,2,2
4930429F24Rik,0,0,0,0,0,0,0,1,1,1,3,0
4930429P21Rik,0,0,0,0,0,0,0,0,0,1,0,0
4930430E12Rik,0,0,0,0,0,0,0,0,0,1,0,0
4930430F08Rik,3,1,3,2,7,7,165,213,232,262,383,351
4930431F12Rik,0,0,0,0,0,0,0,0,1,0,0,0
4930431P03Rik,0,0,0,0,0,0,0,1,0,0,0,0
4930432B10Rik,0,0,0,1,0,0,1,4,6,10,4,1
4930432K21Rik,0,0,0,0,1,1,1,4,3,5,14,10
4930432L08Rik,0,0,0,0,0,0,0,1,1,1,1,0
4930433B08Rik,0,0,0,0,0,0,0,0,0,1,0,0
4930435H24Rik,0,0,0,0,0,0,1,1,1,0,0,0
4930438A08Rik,0,0,0,0,0,0,1,0,0,0,1,0
4930439D14Rik,0,0,0,0,0,0,1,0,0,0,3,1
4930440I19Rik,0,0,0,0,0,0,1,3,4,4,6,4
4930442H23Rik,0,0,0,0,0,0,0,1,1,1,1,1
4930442L01Rik,0,0,0,0,0,0,0,0,0,0,0,1
4930442P19Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930444A19Rik,0,0,0,0,0,0,0,0,0,1,0,0
4930444P10Rik,0,0,0,0,0,0,0,1,0,2,3,1
4930445B16Rik,0,0,0,0,0,0,1,0,0,0,0,0
4930445N18Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930447A16Rik,0,0,0,0,0,0,0,0,0,1,0,0
4930447C04Rik,6,2,11,12,15,18,603,792,767,832,1426,1169
4930447F04Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930447F24Rik,0,0,0,0,0,0,1,1,2,1,0,4
4930447M23Rik,0,0,0,0,0,0,0,0,0,0,1,1
4930448N21Rik,0,0,0,0,0,0,0,0,0,0,1,0
4930449E01Rik,0,0,0,0,0,0,0,0,0,0,0,1
4930451E10Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930451G09Rik,0,0,0,0,3,0,4,6,5,8,13,17
4930452B06Rik,0,1,0,0,0,0,3,5,4,11,9,8
4930453H23Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930453N24Rik,0,0,2,4,0,3,68,101,70,110,199,174
4930455D15Rik,0,0,0,0,0,0,0,1,0,0,1,0
4930455H04Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930456G14Rik,0,0,0,0,0,0,3,3,0,1,1,1
4930456L15Rik,0,0,0,0,0,0,1,0,0,0,0,0
4930458D05Rik,0,0,0,0,0,0,0,0,0,1,0,0
4930461C15Rik,0,0,0,0,0,0,1,2,2,4,6,4
4930463O16Rik,0,0,0,0,0,0,0,0,1,0,1,0
4930465M20Rik,0,0,0,0,0,0,1,0,0,0,0,0
4930466I24Rik,0,0,0,0,0,0,1,0,0,0,0,0
4930467D21Rik,0,0,0,0,0,0,4,1,1,1,1,1
4930467E23Rik,0,0,0,0,0,0,1,1,0,1,1,0
4930467K11Rik,0,0,0,0,0,0,0,0,1,1,0,0
4930469G21Rik,0,0,0,0,0,0,0,0,0,0,0,1
4930470G03Rik,0,0,0,1,0,0,10,9,9,16,27,22
4930471C04Rik,0,0,0,1,0,0,1,1,1,0,1,0
4930471M09Rik,0,0,0,0,0,0,0,1,1,0,0,1
4930473A02Rik,0,0,0,0,0,0,2,4,1,5,3,5
4930473D10Rik,0,0,0,0,0,0,0,0,0,0,0,1
4930474H06Rik,0,0,0,0,0,0,0,0,1,0,1,1
4930478K11Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930479D17Rik,0,0,0,0,0,0,0,1,1,1,1,1
4930480E11Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930480K15Rik,0,0,0,0,0,0,0,1,0,0,1,1
4930480K23Rik,0,1,1,0,0,0,23,35,28,39,59,39
4930481A15Rik,0,0,0,0,1,0,8,10,9,14,72,50
4930481B07Rik,0,0,0,0,0,0,3,9,7,6,12,8
4930483J18Rik,0,0,0,0,0,0,0,0,0,0,0,1
4930483K19Rik,0,0,0,0,0,0,0,0,0,1,3,0
4930486F22Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930500F10Rik,0,0,0,0,0,0,4,5,4,5,1,2
4930500J02Rik,0,0,0,0,0,0,3,2,2,2,0,0
4930500M09Rik,0,0,0,0,0,0,0,1,1,1,0,1
4930502E09Rik,0,0,0,0,0,0,0,0,1,0,0,1
4930502E18Rik,0,0,0,0,0,0,0,0,1,1,0,1
4930503L19Rik,0,0,0,1,0,0,31,48,40,45,55,66
4930504O13Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930505A04Rik,0,0,0,0,0,0,0,0,0,0,1,1
4930505K14Rik,0,0,0,0,0,0,0,0,0,0,0,1
4930505M18Rik,0,0,0,0,0,0,0,0,0,0,1,0
4930505N22Rik,0,0,0,0,0,0,1,3,1,1,1,2
4930506C21Rik,0,0,0,0,1,0,1,6,3,5,14,10
4930506M07Rik,0,0,2,5,0,0,153,183,215,256,0,0
4930507D05Rik,0,0,0,0,0,0,2,2,1,4,2,6
4930507D10Rik,0,0,0,0,0,0,0,0,0,0,1,0
4930509E16Rik,0,0,0,0,0,0,0,1,0,0,0,0
4930509G22Rik,0,0,0,0,0,0,1,5,0,1,0,1
4930509J09Rik,0,0,0,0,0,0,0,1,2,0,4,1
4930509K18Rik,0,0,0,0,0,0,0,0,0,0,1,0
4930510E17Rik,0,0,0,0,0,0,0,0,0,1,0,0
4930511A02Rik,0,0,0,0,0,0,0,0,0,0,0,1
4930511M06Rik,0,0,0,0,0,0,0,1,0,0,0,1
4930512B01Rik,0,0,0,0,0,0,0,1,0,0,2,1
4930512H18Rik,0,0,2,0,0,0,14,19,21,17,29,27
4930513N10Rik,0,0,0,0,0,0,1,1,2,2,6,6
4930515B02Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930515G01Rik,0,0,0,0,0,0,1,1,1,4,5,5
4930516B21Rik,0,0,0,0,0,0,0,0,0,0,2,0
4930516K23Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930517J16Rik,0,0,0,0,0,0,0,0,0,0,0,1
4930517O19Rik,0,0,0,0,0,0,0,1,0,0,0,0
4930518C09Rik,0,0,0,0,0,0,1,0,0,0,0,1
4930518I15Rik,0,2,0,0,1,1,6,3,6,10,23,10
4930518J20Rik,0,0,0,0,0,0,0,0,0,1,0,0
4930519A11Rik,0,0,0,0,0,0,0,0,1,0,0,0
4930519D14Rik,0,0,0,0,0,0,0,0,0,0,1,1
4930519F24Rik,0,0,0,0,0,0,0,0,0,0,1,0
