436F,gene_id,gene_name,gene_type,gene_length,gene_count,RPK,TPM,log2(TPM+1)
26796,ENSMUSG00000077394.3,Gm24339,snoRNA,76,0,0.0,0.0,0.0
26797,ENSMUSG00000089702.2,Gm16568,lncRNA,1910,0,0.0,0.0,0.0
26798,ENSMUSG00000111763.2,Gm34973,lncRNA,572,0,0.0,0.0,0.0
26799,ENSMUSG00000111823.2,Gm2517,processed_pseudogene,348,0,0.0,0.0,0.0
26800,ENSMUSG00000111508.2,Gm48634,processed_pseudogene,477,0,0.0,0.0,0.0
26801,ENSMUSG00000058173.13,Smco4,protein_coding,1173,2,1.7050298380221653,30.020597700882988,4.95515457919149
26802,ENSMUSG00000039977.17,Deup1,protein_coding,3311,0,0.0,0.0,0.0
26803,ENSMUSG00000111299.2,4930540M03Rik,lncRNA,437,0,0.0,0.0,0.0
26804,ENSMUSG00000110882.2,Gm7642,processed_pseudogene,1809,0,0.0,0.0,0.0
26805,ENSMUSG00000110786.2,Gm5119,processed_pseudogene,634,0,0.0,0.0,0.0
26806,ENSMUSG00000043885.15,Slc36a4,protein_coding,6540,4,0.6116207951070336,10.76885660646353,3.5569022582277405
26807,ENSMUSG00000111217.2,Gm48711,processed_pseudogene,90,0,0.0,0.0,0.0
26808,ENSMUSG00000050901.7,Mtnr1b,protein_coding,1835,0,0.0,0.0,0.0
26809,ENSMUSG00000074505.7,Fat3,protein_coding,21478,0,0.0,0.0,0.0
26810,ENSMUSG00000111652.2,Gm48726,TEC,2529,0,0.0,0.0,0.0
26811,ENSMUSG00000090602.4,Gm5611,processed_pseudogene,852,1,1.1737089201877935,20.665587501840225,4.437333453329564
26812,ENSMUSG00000111405.2,Gm2594,processed_pseudogene,742,0,0.0,0.0,0.0
26813,ENSMUSG00000111534.2,Gm48846,processed_pseudogene,267,0,0.0,0.0,0.0
26814,ENSMUSG00000111506.2,Gm48848,processed_pseudogene,111,0,0.0,0.0,0.0
26815,ENSMUSG00000111613.2,Gm4977,processed_pseudogene,1262,8,6.3391442155309035,111.61382283085814,6.815240112269044
26816,ENSMUSG00000111161.2,Gm48849,processed_pseudogene,480,0,0.0,0.0,0.0
26817,ENSMUSG00000111263.2,Gm7680,processed_pseudogene,1348,0,0.0,0.0,0.0
26818,ENSMUSG00000111728.2,Gm48850,processed_pseudogene,312,0,0.0,0.0,0.0
26819,ENSMUSG00000111743.2,Gm48856,unprocessed_pseudogene,326,0,0.0,0.0,0.0
26820,ENSMUSG00002076142.1,ENSMUSG00002076142,miRNA,111,0,0.0,0.0,0.0
26821,ENSMUSG00000111870.2,Gm7692,processed_pseudogene,409,0,0.0,0.0,0.0
26822,ENSMUSG00000001774.9,Chordc1,protein_coding,7498,17,2.2672712723392903,39.92002792433366,5.354735224483897
26823,ENSMUSG00000110816.2,Gm19178,processed_pseudogene,1819,0,0.0,0.0,0.0
26824,ENSMUSG00000043943.15,Naalad2,protein_coding,4749,0,0.0,0.0,0.0
26825,ENSMUSG00000110944.2,Gm19174,processed_pseudogene,956,0,0.0,0.0,0.0
26826,ENSMUSG00000074502.5,Ubtfl1,protein_coding,4432,0,0.0,0.0,0.0
26827,ENSMUSG00000074501.7,Gm5612,processed_pseudogene,375,0,0.0,0.0,0.0
26828,ENSMUSG00000047508.10,Mbd3l2,protein_coding,2168,0,0.0,0.0,0.0
26829,ENSMUSG00000074500.12,Zfp558,protein_coding,3535,1,0.2828854314002829,4.980786577529808,2.580335236409307
26830,ENSMUSG00002076071.1,ENSMUSG00002076071,miRNA,84,0,0.0,0.0,0.0
26831,ENSMUSG00000038691.6,Mbd3l1,protein_coding,870,0,0.0,0.0,0.0
26832,ENSMUSG00000109564.2,Muc16,protein_coding,26350,0,0.0,0.0,0.0
26833,ENSMUSG00002076788.1,7SK,misc_RNA,306,0,0.0,0.0,0.0
26834,ENSMUSG00000089277.4,Gm24546,snRNA,102,0,0.0,0.0,0.0
26835,ENSMUSG00000054141.6,Olfr24,protein_coding,4393,0,0.0,0.0,0.0
26836,ENSMUSG00000078116.5,Olfr828,protein_coding,1689,0,0.0,0.0,0.0
26837,ENSMUSG00000051414.6,Olfr829,protein_coding,2604,0,0.0,0.0,0.0
26838,ENSMUSG00000062868.5,Olfr830,protein_coding,3105,0,0.0,0.0,0.0
26839,ENSMUSG00000066914.5,Olfr831-ps1,unprocessed_pseudogene,890,0,0.0,0.0,0.0
26840,ENSMUSG00000095957.3,Olfr832,protein_coding,4435,0,0.0,0.0,0.0
26841,ENSMUSG00000066912.4,Olfr833-ps1,unprocessed_pseudogene,913,0,0.0,0.0,0.0
26842,ENSMUSG00000095525.2,Olfr834,protein_coding,939,0,0.0,0.0,0.0
26843,ENSMUSG00000110565.2,Gm45814,unprocessed_pseudogene,775,0,0.0,0.0,0.0
26844,ENSMUSG00000045204.5,Olfr835,protein_coding,2690,0,0.0,0.0,0.0
26845,ENSMUSG00000059303.7,Olfr836,protein_coding,5080,0,0.0,0.0,0.0
26846,ENSMUSG00000110621.4,Olfr837,protein_coding,3812,0,0.0,0.0,0.0
26847,ENSMUSG00000110645.2,Olfr838-ps1,unprocessed_pseudogene,977,0,0.0,0.0,0.0
26848,ENSMUSG00000110519.3,Olfr839-ps1,protein_coding,7759,0,0.0,0.0,0.0
26849,ENSMUSG00000110671.2,Olfr840-ps1,unprocessed_pseudogene,917,0,0.0,0.0,0.0
26850,ENSMUSG00000110493.2,Olfr841-ps1,unprocessed_pseudogene,848,0,0.0,0.0,0.0
26851,ENSMUSG00000048391.4,Olfr843,protein_coding,7509,0,0.0,0.0,0.0
26852,ENSMUSG00000049229.6,Olfr844,protein_coding,1686,0,0.0,0.0,0.0
26853,ENSMUSG00000061614.6,Olfr845,protein_coding,3572,0,0.0,0.0,0.0
26854,ENSMUSG00000058692.5,Olfr846,protein_coding,4342,0,0.0,0.0,0.0
26855,ENSMUSG00000110527.2,Gm7751,processed_pseudogene,709,0,0.0,0.0,0.0
26856,ENSMUSG00000059821.7,Olfr847,protein_coding,2385,0,0.0,0.0,0.0
26857,ENSMUSG00000110590.2,Olfr848-ps1,unprocessed_pseudogene,930,0,0.0,0.0,0.0
26858,ENSMUSG00000087862.3,Gm23048,snoRNA,129,0,0.0,0.0,0.0
26859,ENSMUSG00000052182.5,Olfr849,protein_coding,6140,0,0.0,0.0,0.0
26860,ENSMUSG00000094535.3,Olfr850,protein_coding,948,0,0.0,0.0,0.0
26861,ENSMUSG00000052625.9,Olfr851,protein_coding,7123,0,0.0,0.0,0.0
26862,ENSMUSG00000110572.2,Olfr852-ps1,unprocessed_pseudogene,226,0,0.0,0.0,0.0
26863,ENSMUSG00000051160.5,Olfr853,protein_coding,3888,0,0.0,0.0,0.0
26864,ENSMUSG00000095667.3,Olfr854,protein_coding,948,0,0.0,0.0,0.0
26865,ENSMUSG00000043087.6,Olfr855,protein_coding,1812,0,0.0,0.0,0.0
26866,ENSMUSG00000110571.2,Gm45730,processed_pseudogene,395,0,0.0,0.0,0.0
26867,ENSMUSG00000057551.11,Zfp317,protein_coding,4838,1,0.20669698222405952,3.6393304157850084,2.2139165994188374
26868,ENSMUSG00000110521.2,Olfr856-ps1,unprocessed_pseudogene,948,0,0.0,0.0,0.0
26869,ENSMUSG00000110610.2,Gm7769,processed_pseudogene,933,0,0.0,0.0,0.0
26870,ENSMUSG00000094678.6,Olfr857,protein_coding,2306,0,0.0,0.0,0.0
26871,ENSMUSG00000110578.2,Olfr858-ps1,unprocessed_pseudogene,930,0,0.0,0.0,0.0
26872,ENSMUSG00000058659.7,Olfr58,protein_coding,2454,0,0.0,0.0,0.0
26873,ENSMUSG00000095448.4,Olfr859,protein_coding,9598,0,0.0,0.0,0.0
26874,ENSMUSG00000110511.2,Gm45699,lncRNA,1576,0,0.0,0.0,0.0
26875,ENSMUSG00000066905.5,Olfr860,protein_coding,1842,0,0.0,0.0,0.0
26876,ENSMUSG00000110518.2,Olfr861-ps1,unprocessed_pseudogene,928,0,0.0,0.0,0.0
26877,ENSMUSG00000063842.6,Olfr862,protein_coding,2604,0,0.0,0.0,0.0
26878,ENSMUSG00000051118.10,Olfr77,protein_coding,9649,0,0.0,0.0,0.0
26879,ENSMUSG00000091460.3,Gm7808,processed_pseudogene,387,0,0.0,0.0,0.0
26880,ENSMUSG00000110555.2,Olfr863-ps1,polymorphic_pseudogene,929,0,0.0,0.0,0.0
26881,ENSMUSG00000110560.2,Olfr864-ps1,unprocessed_pseudogene,930,0,0.0,0.0,0.0
26882,ENSMUSG00000110566.2,Olfr865-ps1,unprocessed_pseudogene,85,0,0.0,0.0,0.0
26883,ENSMUSG00000050803.5,Olfr866,protein_coding,1077,0,0.0,0.0,0.0
26884,ENSMUSG00002076003.1,ENSMUSG00002076003,miRNA,153,0,0.0,0.0,0.0
26885,ENSMUSG00002075513.1,ENSMUSG00002075513,miRNA,67,0,0.0,0.0,0.0
26886,ENSMUSG00000044454.6,Olfr867,protein_coding,4617,0,0.0,0.0,0.0
26887,ENSMUSG00000044106.6,Olfr868,protein_coding,4233,0,0.0,0.0,0.0
26888,ENSMUSG00000058491.9,Olfr869,protein_coding,1783,0,0.0,0.0,0.0
26889,ENSMUSG00000066899.7,Olfr870,protein_coding,4091,0,0.0,0.0,0.0
26890,ENSMUSG00002075678.1,U1,snRNA,153,0,0.0,0.0,0.0
26891,ENSMUSG00002075064.1,U1,snRNA,145,0,0.0,0.0,0.0
26892,ENSMUSG00000061457.4,Olfr871,protein_coding,1147,0,0.0,0.0,0.0
26893,ENSMUSG00000066897.9,Olfr872,protein_coding,1897,0,0.0,0.0,0.0
26894,ENSMUSG00000088236.3,Gm25425,snRNA,96,0,0.0,0.0,0.0
26895,ENSMUSG00000059623.7,Olfr39,protein_coding,2028,0,0.0,0.0,0.0
26896,ENSMUSG00000049028.9,Olfr873,protein_coding,5068,0,0.0,0.0,0.0
26897,ENSMUSG00000066896.7,Olfr18,protein_coding,2907,0,0.0,0.0,0.0
26898,ENSMUSG00000110466.4,Gm45815,unprocessed_pseudogene,146,0,0.0,0.0,0.0
26899,ENSMUSG00000045519.16,Zfp560,protein_coding,5096,0,0.0,0.0,0.0
26900,ENSMUSG00000110910.2,4921534A09Rik,TEC,2495,0,0.0,0.0,0.0
26901,ENSMUSG00000110761.2,Gm29761,processed_pseudogene,1939,0,0.0,0.0,0.0
26902,ENSMUSG00000110811.2,Gm48729,processed_pseudogene,213,0,0.0,0.0,0.0
26903,ENSMUSG00000063108.16,Zfp26,protein_coding,14154,10,0.7065140596297866,12.43964995871688,3.7484236578998904
26904,ENSMUSG00000111626.2,Gm48738,processed_pseudogene,389,0,0.0,0.0,0.0
26905,ENSMUSG00000059475.14,Zfp426,protein_coding,4888,0,0.0,0.0,0.0
26906,ENSMUSG00000088622.4,Gm23316,snRNA,114,0,0.0,0.0,0.0
26907,ENSMUSG00000060510.15,Zfp266,protein_coding,7033,23,3.270297170482013,57.580385708241295,5.87234578720903
26908,ENSMUSG00000111661.2,Gm46142,processed_pseudogene,481,0,0.0,0.0,0.0
26909,ENSMUSG00000058192.17,Zfp846,protein_coding,13778,0,0.0,0.0,0.0
26910,ENSMUSG00000111547.2,Gm48069,TEC,1484,0,0.0,0.0,0.0
26911,ENSMUSG00000062470.11,Fbxl12os,lncRNA,5239,0,0.0,0.0,0.0
26912,ENSMUSG00000066892.15,Fbxl12,protein_coding,5090,2,0.39292730844793716,6.918302770753585,2.9851912324998082
26913,ENSMUSG00000084786.10,Ubl5,protein_coding,3468,3,0.8650519031141869,15.231038539418575,4.020683408250379
26914,ENSMUSG00000032171.8,Pin1,protein_coding,3843,0,0.0,0.0,0.0
26915,ENSMUSG00000032172.9,Olfm2,protein_coding,2665,0,0.0,0.0,0.0
26916,ENSMUSG00000004098.8,Col5a3,protein_coding,6809,4,0.587457776472316,10.34341639099302,3.5037833090690436
26917,ENSMUSG00002075521.1,7SK,misc_RNA,321,0,0.0,0.0,0.0
26918,ENSMUSG00000053773.6,Rdh8,protein_coding,1405,0,0.0,0.0,0.0
26919,ENSMUSG00000118527.2,Gm53025,unprocessed_pseudogene,2094,0,0.0,0.0,0.0
26920,ENSMUSG00000038884.15,Shfl,protein_coding,3417,0,0.0,0.0,0.0
26921,ENSMUSG00000038742.8,Angptl6,protein_coding,1582,0,0.0,0.0,0.0
26922,ENSMUSG00000004100.13,Ppan,protein_coding,4004,11,2.7472527472527477,48.37110041639526,5.625594896085146
26923,ENSMUSG00000077702.3,Gm24067,snoRNA,85,0,0.0,0.0,0.0
26924,ENSMUSG00000089571.3,Gm23008,snoRNA,80,0,0.0,0.0,0.0
26925,ENSMUSG00000118421.2,Gm50491,unitary_pseudogene,530,0,0.0,0.0,0.0
26926,ENSMUSG00000070319.7,Eif3g,protein_coding,1984,6,3.024193548387097,53.24721940998349,5.761477285048403
26927,ENSMUSG00000004099.17,Dnmt1,protein_coding,7377,88,11.928968415344992,210.0343077860882,7.7213337462872165
26928,ENSMUSG00000099147.3,Mir7081,miRNA,75,0,0.0,0.0,0.0
26929,ENSMUSG00000043895.7,S1pr2,protein_coding,7971,14,1.7563668297578723,30.924492249648754,4.996591769326276
26930,ENSMUSG00000003299.11,Mrpl4,protein_coding,2617,5,1.9105846388995034,33.63981763769177,5.114359429862789
26931,ENSMUSG00000037405.9,Icam1,protein_coding,4360,0,0.0,0.0,0.0
26932,ENSMUSG00000110790.2,Gm47079,lncRNA,3485,0,0.0,0.0,0.0
26933,ENSMUSG00000001014.7,Icam4,protein_coding,1110,0,0.0,0.0,0.0
26934,ENSMUSG00000032174.6,Icam5,protein_coding,2947,0,0.0,0.0,0.0
26935,ENSMUSG00000084663.3,Mir1900,miRNA,78,0,0.0,0.0,0.0
26936,ENSMUSG00000097535.2,Gm26592,lncRNA,1730,0,0.0,0.0,0.0
26937,ENSMUSG00000079681.4,Zglp1,protein_coding,1088,0,0.0,0.0,0.0
26938,ENSMUSG00000111692.2,Gm49373,protein_coding,1945,0,0.0,0.0,0.0
26939,ENSMUSG00000111497.2,Gm38431,protein_coding,5042,0,0.0,0.0,0.0
26940,ENSMUSG00000079677.3,Fdx2,protein_coding,1423,0,0.0,0.0,0.0
26941,ENSMUSG00000010205.12,Raver1,protein_coding,3470,0,0.0,0.0,0.0
26942,ENSMUSG00000098907.3,Mir7082,miRNA,92,0,0.0,0.0,0.0
26943,ENSMUSG00000086016.2,1700084C06Rik,lncRNA,750,0,0.0,0.0,0.0
26944,ENSMUSG00000032175.12,Tyk2,protein_coding,6865,4,0.5826656955571741,10.259041836310486,3.493012151717475
26945,ENSMUSG00000019471.11,Cdc37,protein_coding,8194,25,3.0510129362948497,53.71943053321903,5.773981311018047
26946,ENSMUSG00000032177.18,Pde4a,protein_coding,7655,8,1.0450685826257349,18.400606716204177,4.278029865483894
26947,ENSMUSG00000097439.7,Gm16754,lncRNA,2611,0,0.0,0.0,0.0
26948,ENSMUSG00000003308.16,Keap1,protein_coding,4693,4,0.8523332623055615,15.007100406194649,4.000640090532623
26949,ENSMUSG00000045087.9,S1pr5,protein_coding,2500,0,0.0,0.0,0.0
26950,ENSMUSG00000111623.2,Gm48303,TEC,1894,0,0.0,0.0,0.0
26951,ENSMUSG00000002820.7,Atg4d,protein_coding,7264,3,0.4129955947136564,7.271646703566026,3.048174566951425
26952,ENSMUSG00000035047.10,Kri1,protein_coding,4182,3,0.7173601147776183,12.630617325371498,3.768778997608917
26953,ENSMUSG00000096472.3,Cdkn2d,protein_coding,1574,0,0.0,0.0,0.0
26954,ENSMUSG00000003309.15,Ap1m2,protein_coding,3140,0,0.0,0.0,0.0
26955,ENSMUSG00000111172.2,Gm39302,lncRNA,636,0,0.0,0.0,0.0
26956,ENSMUSG00000057193.9,Slc44a2,protein_coding,8677,16,1.843955284084361,32.46666922036256,5.064653068428038
26957,ENSMUSG00000110915.2,Gm36198,lncRNA,416,0,0.0,0.0,0.0
26958,ENSMUSG00000032178.15,Ilf3,protein_coding,10843,35,3.2278889606197545,56.83370094114871,5.853838522075319
26959,ENSMUSG00000097665.2,Gm16853,lncRNA,1986,0,0.0,0.0,0.0
26960,ENSMUSG00000002825.9,Qtrt1,protein_coding,1973,3,1.5205271160669032,26.772043413433153,4.795561426670298
26961,ENSMUSG00000033335.18,Dnm2,protein_coding,5330,18,3.3771106941838647,59.4610600240566,5.9179343678993535
26962,ENSMUSG00000065547.3,Mir199a-1,miRNA,70,0,0.0,0.0,0.0
26963,ENSMUSG00000032180.12,Tmed1,protein_coding,1519,1,0.6583278472679395,11.591231436186883,3.654347481995212
26964,ENSMUSG00000057191.14,AB124611,protein_coding,1447,0,0.0,0.0,0.0
26965,ENSMUSG00000092261.2,Gm20519,processed_pseudogene,359,0,0.0,0.0,0.0
26966,ENSMUSG00000032185.16,Carm1,protein_coding,4852,43,8.86232481450948,156.0396668832272,7.294985207411099
26967,ENSMUSG00000032182.16,Yipf2,protein_coding,2174,0,0.0,0.0,0.0
26968,ENSMUSG00000048429.11,Timm29,protein_coding,3170,5,1.5772870662460567,27.77142042834049,4.846564542740263
26969,ENSMUSG00000111812.2,Gm7904,processed_pseudogene,465,0,0.0,0.0,0.0
26970,ENSMUSG00000088478.3,Mir1946b,miRNA,133,0,0.0,0.0,0.0
26971,ENSMUSG00000032187.17,Smarca4,protein_coding,6475,108,16.67953667953668,293.67794587943325,8.202995280908603
26972,ENSMUSG00002075151.1,ENSMUSG00002075151,misc_RNA,184,0,0.0,0.0,0.0
26973,ENSMUSG00000097155.2,Gm26511,lncRNA,1895,0,0.0,0.0,0.0
26974,ENSMUSG00000032193.10,Ldlr,protein_coding,9622,44,4.572853876532945,80.51460655466497,6.348986693075926
26975,ENSMUSG00000074476.7,Spc24,protein_coding,2573,1,0.388651379712398,6.843016149074183,2.971408570987153
26976,ENSMUSG00000032194.10,Kank2,protein_coding,5235,14,2.674307545367717,47.08674837095514,5.587567469266902
26977,ENSMUSG00000032198.10,Dock6,protein_coding,8782,10,1.1386927806877705,20.049055513058384,4.395683594820507
26978,ENSMUSG00000098473.3,Mir7083,miRNA,60,0,0.0,0.0,0.0
26979,ENSMUSG00000047822.9,Angptl8,protein_coding,865,0,0.0,0.0,0.0
26980,ENSMUSG00000111766.2,Gm47873,unitary_pseudogene,565,0,0.0,0.0,0.0
26981,ENSMUSG00000019066.14,Rab3d,protein_coding,4196,0,0.0,0.0,0.0
26982,ENSMUSG00000040883.19,Tmem205,protein_coding,2589,0,0.0,0.0,0.0
26983,ENSMUSG00000006241.17,Ccdc159,protein_coding,2183,0,0.0,0.0,0.0
26984,ENSMUSG00000040563.14,Plppr2,protein_coding,2750,13,4.7272727272727275,83.23347169832084,6.396321723161948
26985,ENSMUSG00000051238.7,Swsap1,protein_coding,1838,0,0.0,0.0,0.0
26986,ENSMUSG00000006235.7,Epor,protein_coding,1989,0,0.0,0.0,0.0
26987,ENSMUSG00000040146.10,Rgl3,protein_coding,3924,1,0.254841997961264,4.487023586026471,2.4560237772603624
26988,ENSMUSG00000039632.14,Odad3,protein_coding,2514,0,0.0,0.0,0.0
26989,ENSMUSG00000003402.15,Prkcsh,protein_coding,4275,25,5.847953216374268,102.96538334250216,6.699959433588319
26990,ENSMUSG00000003410.9,Elavl3,protein_coding,6890,0,0.0,0.0,0.0
26991,ENSMUSG00000111842.2,Gm49318,protein_coding,727,0,0.0,0.0,0.0
26992,ENSMUSG00000038895.17,Zfp653,protein_coding,4938,0,0.0,0.0,0.0
26993,ENSMUSG00000096981.3,Gm16845,lncRNA,1509,0,0.0,0.0,0.0
26994,ENSMUSG00000066839.13,Ecsit,protein_coding,2490,4,1.6064257028112447,28.284466749506617,4.872063719065143
26995,ENSMUSG00000111446.2,Gm6581,processed_pseudogene,260,0,0.0,0.0,0.0
26996,ENSMUSG00000001349.6,Cnn1,protein_coding,2736,2,0.7309941520467835,12.87067291781277,3.7939658747364846
26997,ENSMUSG00000013822.8,Elof1,protein_coding,1702,2,1.1750881316098707,20.689871388446385,4.438949593365474
26998,ENSMUSG00000098646.3,Mir7084,miRNA,70,0,0.0,0.0,0.0
26999,ENSMUSG00000111856.2,6530413G14Rik,lncRNA,1897,0,0.0,0.0,0.0
27000,ENSMUSG00000001348.16,Acp5,protein_coding,2030,0,0.0,0.0,0.0
27001,ENSMUSG00000010607.9,Pigyl,protein_coding,777,1,1.287001287001287,22.66033533020318,4.564398615555468
27002,ENSMUSG00000109765.3,Gm18227,unprocessed_pseudogene,1468,0,0.0,0.0,0.0
27003,ENSMUSG00000061167.10,Rpl15-ps3,processed_pseudogene,615,0,0.0,0.0,0.0
27004,ENSMUSG00000074472.11,Zfp872,protein_coding,3036,0,0.0,0.0,0.0
27005,ENSMUSG00000090925.3,1810064F22Rik,lncRNA,2753,0,0.0,0.0,0.0
27006,ENSMUSG00000110757.2,Gm18228,unprocessed_pseudogene,1091,0,0.0,0.0,0.0
27007,ENSMUSG00000057982.9,Zfp809,protein_coding,2960,4,1.3513513513513513,23.79335209671334,4.63188143393481
27008,ENSMUSG00000111424.2,Gm48478,TEC,2325,0,0.0,0.0,0.0
27009,ENSMUSG00000062794.9,Zfp599,protein_coding,3574,0,0.0,0.0,0.0
27010,ENSMUSG00000111205.2,Gm39307,lncRNA,1037,0,0.0,0.0,0.0
27011,ENSMUSG00000066829.8,Zfp810,protein_coding,6133,0,0.0,0.0,0.0
27012,ENSMUSG00000111292.2,Gm48627,TEC,1351,0,0.0,0.0,0.0
27013,ENSMUSG00000111808.2,Gm18225,unprocessed_pseudogene,742,0,0.0,0.0,0.0
27014,ENSMUSG00000094627.3,Gm10182,processed_pseudogene,273,0,0.0,0.0,0.0
27015,ENSMUSG00000110759.2,Gm6607,processed_pseudogene,328,0,0.0,0.0,0.0
27016,ENSMUSG00000036777.9,Anln,protein_coding,9063,67,7.392695575416528,130.16378648957823,7.035225645527193
27017,ENSMUSG00000111069.2,Gm48646,lncRNA,1228,0,0.0,0.0,0.0
27018,ENSMUSG00000110873.2,Gm48652,processed_pseudogene,243,0,0.0,0.0,0.0
27019,ENSMUSG00000032239.11,Rp9,protein_coding,3570,0,0.0,0.0,0.0
27020,ENSMUSG00000036411.11,9530077C05Rik,protein_coding,4856,0,0.0,0.0,0.0
27021,ENSMUSG00000091159.2,Gm17545,protein_coding,72,0,0.0,0.0,0.0
27022,ENSMUSG00000035919.17,Bbs9,protein_coding,6243,1,0.1601794009290405,2.820291614859502,1.9336827679087036
27023,ENSMUSG00000090067.2,Gm2976,processed_pseudogene,513,0,0.0,0.0,0.0
27024,ENSMUSG00000089958.2,Gm16165,processed_pseudogene,795,0,0.0,0.0,0.0
27025,ENSMUSG00000089909.2,Gm16164,processed_pseudogene,468,0,0.0,0.0,0.0
27026,ENSMUSG00002076498.1,U4,snRNA,85,0,0.0,0.0,0.0
27027,ENSMUSG00000031963.9,Bmper,protein_coding,4833,11,2.276019035795572,40.07405050015448,5.3601553199823355
27028,ENSMUSG00000111041.2,Gm3011,processed_pseudogene,582,0,0.0,0.0,0.0
27029,ENSMUSG00000110829.2,Gm47638,processed_pseudogene,378,0,0.0,0.0,0.0
27030,ENSMUSG00000111572.2,Gm3028,processed_pseudogene,1119,0,0.0,0.0,0.0
27031,ENSMUSG00000110848.2,Gm47663,lncRNA,1137,0,0.0,0.0,0.0
27032,ENSMUSG00000111477.2,Gm47668,processed_pseudogene,266,0,0.0,0.0,0.0
27033,ENSMUSG00000111135.2,Gm47670,processed_pseudogene,260,0,0.0,0.0,0.0
27034,ENSMUSG00000043659.12,Npsr1,protein_coding,3946,0,0.0,0.0,0.0
27035,ENSMUSG00000111002.2,Gm47674,TEC,2969,0,0.0,0.0,0.0
27036,ENSMUSG00000085969.2,Gm15600,lncRNA,856,0,0.0,0.0,0.0
27037,ENSMUSG00000074465.3,Gm10701,lncRNA,906,0,0.0,0.0,0.0
27038,ENSMUSG00000088104.3,Gm22380,snoRNA,95,0,0.0,0.0,0.0
27039,ENSMUSG00000043067.16,Dpy19l1,protein_coding,6350,31,4.881889763779528,85.95582631474079,6.442210790777778
27040,ENSMUSG00000111365.2,Gm47772,lncRNA,537,0,0.0,0.0,0.0
27041,ENSMUSG00000085576.4,Dpy19l2,protein_coding,3442,0,0.0,0.0,0.0
27042,ENSMUSG00000047995.8,Cypt4,protein_coding,629,0,0.0,0.0,0.0
27043,ENSMUSG00000031965.16,Tbx20,protein_coding,11997,0,0.0,0.0,0.0
27044,ENSMUSG00000111275.2,Gm29824,lncRNA,3285,0,0.0,0.0,0.0
27045,ENSMUSG00000111507.2,Amd-ps6,processed_pseudogene,1003,0,0.0,0.0,0.0
27046,ENSMUSG00000110872.2,Gm48255,processed_pseudogene,327,0,0.0,0.0,0.0
27047,ENSMUSG00000111680.2,Gm18377,processed_pseudogene,607,0,0.0,0.0,0.0
27048,ENSMUSG00002075645.1,SNORA71,snoRNA,134,0,0.0,0.0,0.0
27049,ENSMUSG00000111866.2,E130101E03Rik,lncRNA,1163,0,0.0,0.0,0.0
27050,ENSMUSG00000111751.2,Gm48256,lncRNA,756,0,0.0,0.0,0.0
27051,ENSMUSG00000066810.3,Gm10181,protein_coding,69,0,0.0,0.0,0.0
27052,ENSMUSG00000066809.2,Gm10180,processed_pseudogene,78,0,0.0,0.0,0.0
27053,ENSMUSG00000008429.9,Herpud2,protein_coding,5857,4,0.6829434864264982,12.024640977679953,3.703171700261827
27054,ENSMUSG00000100002.3,Gm29642,lncRNA,921,0,0.0,0.0,0.0
27055,ENSMUSG00000111459.2,Gm8031,processed_pseudogene,626,0,0.0,0.0,0.0
27056,ENSMUSG00000001833.18,Septin7,protein_coding,11631,15,1.2896569512509672,22.70709382456522,4.5672469132592255
27057,ENSMUSG00000111004.2,Gm48272,processed_pseudogene,674,0,0.0,0.0,0.0
27058,ENSMUSG00000111558.2,Gm18891,processed_pseudogene,1087,0,0.0,0.0,0.0
27059,ENSMUSG00000111600.2,Gm8049,processed_pseudogene,1782,0,0.0,0.0,0.0
27060,ENSMUSG00000036611.6,Eepd1,protein_coding,2935,0,0.0,0.0,0.0
27061,ENSMUSG00000088876.4,Gm25861,snoRNA,109,0,0.0,0.0,0.0
27062,ENSMUSG00000077697.3,Gm25346,snoRNA,128,0,0.0,0.0,0.0
27063,ENSMUSG00000110857.2,Gm48330,processed_pseudogene,369,0,0.0,0.0,0.0
27064,ENSMUSG00000111416.2,Gm48331,processed_pseudogene,271,0,0.0,0.0,0.0
27065,ENSMUSG00000111760.2,Gm48337,processed_pseudogene,202,0,0.0,0.0,0.0
27066,ENSMUSG00002075050.1,ENSMUSG00002075050,miRNA,121,0,0.0,0.0,0.0
27067,ENSMUSG00000110866.2,Gm48362,lncRNA,3205,0,0.0,0.0,0.0
27068,ENSMUSG00000111240.2,Gm39312,lncRNA,2195,0,0.0,0.0,0.0
27069,ENSMUSG00000111238.2,Gm19113,processed_pseudogene,1828,0,0.0,0.0,0.0
27070,ENSMUSG00000111124.2,Gm48373,processed_pseudogene,284,0,0.0,0.0,0.0
27071,ENSMUSG00000111066.2,Gm30313,lncRNA,597,0,0.0,0.0,0.0
27072,ENSMUSG00000110901.2,Gm48393,lncRNA,1293,0,0.0,0.0,0.0
27073,ENSMUSG00000045994.18,B3gat1,protein_coding,4960,0,0.0,0.0,0.0
27074,ENSMUSG00000036395.16,Glb1l2,protein_coding,9043,0,0.0,0.0,0.0
27075,ENSMUSG00000031966.8,Glb1l3,protein_coding,2618,0,0.0,0.0,0.0
27076,ENSMUSG00000079644.3,Gm1110,protein_coding,3803,0,0.0,0.0,0.0
27077,ENSMUSG00000111151.2,Gm5120,processed_pseudogene,2414,1,0.4142502071251035,7.293736765355373,3.052022258318984
27078,ENSMUSG00000031969.17,Acad8,protein_coding,4143,1,0.24137098720733768,4.249838414571053,2.3922730185721743
