436D,gene_id,gene_name,gene_type,gene_length,gene_count,RPK,TPM,log2(TPM+1)
23402,ENSMUSG00000108522.2,Gm44664,TEC,1786,0,0.0,0.0,0.0
23403,ENSMUSG00000108317.2,Gm44663,TEC,3150,0,0.0,0.0,0.0
23404,ENSMUSG00000084230.2,Gm14388,processed_pseudogene,477,0,0.0,0.0,0.0
23405,ENSMUSG00002075351.1,7SK,misc_RNA,269,0,0.0,0.0,0.0
23406,ENSMUSG00000108455.2,Gm44745,TEC,2723,0,0.0,0.0,0.0
23407,ENSMUSG00000087520.3,Gm14389,processed_pseudogene,241,0,0.0,0.0,0.0
23408,ENSMUSG00000108341.2,Gm44746,TEC,1349,0,0.0,0.0,0.0
23409,ENSMUSG00000066189.10,Cacng3,protein_coding,2777,0,0.0,0.0,0.0
23410,ENSMUSG00000108718.2,Gm44749,TEC,1628,0,0.0,0.0,0.0
23411,ENSMUSG00000108529.2,Gm29759,processed_pseudogene,327,0,0.0,0.0,0.0
23412,ENSMUSG00000030779.17,Rbbp6,protein_coding,12915,16,1.2388695315524585,30.347806171137663,4.97029257661428
23413,ENSMUSG00000108452.2,4930413G21Rik,TEC,993,0,0.0,0.0,0.0
23414,ENSMUSG00000108551.2,Gm20274,lncRNA,584,0,0.0,0.0,0.0
23415,ENSMUSG00000108396.2,Gm6905,processed_pseudogene,511,0,0.0,0.0,0.0
23416,ENSMUSG00000110230.2,Gm45846,lncRNA,446,0,0.0,0.0,0.0
23417,ENSMUSG00000109814.2,Gm45847,lncRNA,2062,0,0.0,0.0,0.0
23418,ENSMUSG00000052707.9,Tnrc6a,protein_coding,12706,12,0.9444356996694475,23.135246145536133,4.59306963520348
23419,ENSMUSG00000030769.16,Slc5a11,protein_coding,2758,0,0.0,0.0,0.0
23420,ENSMUSG00000030766.16,Arhgap17,protein_coding,9759,3,0.3074085459575776,7.530393419540479,3.092612279800472
23421,ENSMUSG00000030763.8,Lcmt1,protein_coding,3244,3,0.9247842170160295,22.653856159462247,4.564003492347772
23422,ENSMUSG00002076435.1,U6,snRNA,103,0,0.0,0.0,0.0
23423,ENSMUSG00000030762.12,Aqp8,protein_coding,1581,0,0.0,0.0,0.0
23424,ENSMUSG00000030757.14,Zkscan2,protein_coding,8984,0,0.0,0.0,0.0
23425,ENSMUSG00000084484.4,Gm23788,snRNA,106,0,0.0,0.0,0.0
23426,ENSMUSG00000098160.4,Gm26974,lncRNA,2418,0,0.0,0.0,0.0
23427,ENSMUSG00000098129.2,Gm27040,lncRNA,504,0,0.0,0.0,0.0
23428,ENSMUSG00000078591.2,Hs3st4,protein_coding,3189,0,0.0,0.0,0.0
23429,ENSMUSG00000077176.3,Gm25759,snoRNA,129,0,0.0,0.0,0.0
23430,ENSMUSG00000085899.2,Gm15338,lncRNA,552,0,0.0,0.0,0.0
23431,ENSMUSG00000085892.2,Gm15339,lncRNA,506,0,0.0,0.0,0.0
23432,ENSMUSG00000087781.3,Gm23168,snoRNA,143,0,0.0,0.0,0.0
23433,ENSMUSG00000086254.2,3100003L05Rik,lncRNA,664,0,0.0,0.0,0.0
23434,ENSMUSG00000108623.2,Gm45092,lncRNA,545,0,0.0,0.0,0.0
23435,ENSMUSG00000108407.2,Gm45093,TEC,2463,0,0.0,0.0,0.0
23436,ENSMUSG00000108799.2,Glud-ps,processed_pseudogene,657,0,0.0,0.0,0.0
23437,ENSMUSG00000073844.6,Gm21957,processed_pseudogene,438,0,0.0,0.0,0.0
23438,ENSMUSG00000045928.3,4933440M02Rik,lncRNA,4742,0,0.0,0.0,0.0
23439,ENSMUSG00000104236.2,4930533L02Rik,TEC,1160,0,0.0,0.0,0.0
23440,ENSMUSG00000090457.4,4930571K23Rik,lncRNA,2153,0,0.0,0.0,0.0
23441,ENSMUSG00000108814.2,Gm30717,lncRNA,494,0,0.0,0.0,0.0
23442,ENSMUSG00000030752.9,Kdm8,protein_coding,2389,0,0.0,0.0,0.0
23443,ENSMUSG00000030750.14,Nsmce1,protein_coding,1329,2,1.5048908954100828,36.86436387323579,5.242768786316462
23444,ENSMUSG00000108615.2,Gm4973,processed_pseudogene,1334,1,0.7496251874062968,18.363095797425167,4.275237725936623
23445,ENSMUSG00000030748.10,Il4ra,protein_coding,6002,14,2.332555814728424,57.13914980218469,5.861438069265876
23446,ENSMUSG00000108524.2,Gm44876,lncRNA,670,0,0.0,0.0,0.0
23447,ENSMUSG00000030745.10,Il21r,protein_coding,3324,0,0.0,0.0,0.0
23448,ENSMUSG00000032777.10,Gtf3c1,protein_coding,12018,32,2.6626726576801465,65.22581406228039,6.049321767516184
23449,ENSMUSG00000032743.16,Katnip,protein_coding,17086,3,0.17558234812126888,4.301130128836213,2.406299955423447
23450,ENSMUSG00000046182.9,Gsg1l,protein_coding,3923,0,0.0,0.0,0.0
23451,ENSMUSG00000108376.2,Gm44874,TEC,1542,0,0.0,0.0,0.0
23452,ENSMUSG00000000131.16,Xpo6,protein_coding,16920,24,1.4184397163120566,34.74662382094351,5.159735084280712
23453,ENSMUSG00000090559.2,Gm17137,transcribed_processed_pseudogene,4371,0,0.0,0.0,0.0
23454,ENSMUSG00000057945.4,Gm17136,processed_pseudogene,411,0,0.0,0.0,0.0
23455,ENSMUSG00000108676.2,1700123J17Rik,lncRNA,1805,0,0.0,0.0,0.0
23456,ENSMUSG00000108309.2,Gm44703,processed_pseudogene,248,0,0.0,0.0,0.0
23457,ENSMUSG00000042978.12,Sbk1,protein_coding,4478,12,2.6797677534613666,65.644581850197,6.058415685046469
23458,ENSMUSG00000066180.6,Gm10155,processed_pseudogene,483,0,0.0,0.0,0.0
23459,ENSMUSG00000108417.2,Gm30928,lncRNA,611,0,0.0,0.0,0.0
23460,ENSMUSG00000030742.8,Lat,protein_coding,2767,0,0.0,0.0,0.0
23461,ENSMUSG00000099017.3,Mir7058,miRNA,75,0,0.0,0.0,0.0
23462,ENSMUSG00000030741.16,Spns1,protein_coding,3707,3,0.809279741030483,19.824415802885227,4.380204118444463
23463,ENSMUSG00000030722.8,Nfatc2ip,protein_coding,3388,1,0.29515938606847697,7.230333469234114,3.040950885648595
23464,ENSMUSG00000108420.2,Gm45141,TEC,1888,0,0.0,0.0,0.0
23465,ENSMUSG00000030724.8,Cd19,protein_coding,3075,0,0.0,0.0,0.0
23466,ENSMUSG00000030727.13,Rabep2,protein_coding,5322,1,0.18789928598271327,4.602850393416982,2.486160970426929
23467,ENSMUSG00000030730.13,Atp2a1,protein_coding,3477,0,0.0,0.0,0.0
23468,ENSMUSG00000030733.11,Sh2b1,protein_coding,3932,6,1.5259409969481181,37.3800149447078,5.262283368188546
23469,ENSMUSG00000073838.11,Tufm,protein_coding,2125,1,0.47058823529411764,11.527703432360083,3.6470500601921985
23470,ENSMUSG00000032637.16,Atxn2l,protein_coding,4782,80,16.72940192388122,409.80961595592095,8.68232614146383
23471,ENSMUSG00000030738.12,Eif3c,protein_coding,3511,50,14.240956992309883,348.8517487007288,8.450599892619516
23472,ENSMUSG00000084453.3,Gm24596,snRNA,107,0,0.0,0.0,0.0
23473,ENSMUSG00000065341.3,Gm25579,snRNA,106,0,0.0,0.0,0.0
23474,ENSMUSG00000030720.17,Cln3,protein_coding,5781,1,0.1729804532087874,4.237393148895551,2.3888489058514204
23475,ENSMUSG00000098540.3,Mir7059,miRNA,59,0,0.0,0.0,0.0
23476,ENSMUSG00000042759.13,Apobr,protein_coding,3779,0,0.0,0.0,0.0
23477,ENSMUSG00000044701.6,Il27,protein_coding,1021,0,0.0,0.0,0.0
23478,ENSMUSG00000030717.10,Nupr1,protein_coding,2514,2,0.7955449482895784,19.487963240863312,4.356704664480101
23479,ENSMUSG00000066175.3,2510046G10Rik,lncRNA,1052,0,0.0,0.0,0.0
23480,ENSMUSG00000030714.15,Sgf29,protein_coding,1802,0,0.0,0.0,0.0
23481,ENSMUSG00000030711.17,Sult1a1,protein_coding,1507,0,0.0,0.0,0.0
23482,ENSMUSG00000082922.4,Gm6939,transcribed_unprocessed_pseudogene,864,0,0.0,0.0,0.0
23483,ENSMUSG00000059772.13,Slx1b,protein_coding,3521,0,0.0,0.0,0.0
23484,ENSMUSG00000047721.9,Bola2,protein_coding,4398,2,0.45475216007276037,11.139777077655832,3.60167002456059
23485,ENSMUSG00000030707.16,Coro1a,protein_coding,2783,0,0.0,0.0,0.0
23486,ENSMUSG00000108357.2,Snrp1c-ps1,processed_pseudogene,474,0,0.0,0.0,0.0
23487,ENSMUSG00000108382.2,4930448A20Rik,lncRNA,1034,0,0.0,0.0,0.0
23488,ENSMUSG00000108554.2,Gm44824,processed_pseudogene,229,0,0.0,0.0,0.0
23489,ENSMUSG00000108649.2,Gm44855,processed_pseudogene,362,0,0.0,0.0,0.0
23490,ENSMUSG00000063065.14,Mapk3,protein_coding,2257,9,3.9875941515285778,97.68158092329934,6.624708923333812
23491,ENSMUSG00000030703.9,Gdpd3,protein_coding,2186,0,0.0,0.0,0.0
23492,ENSMUSG00000055323.6,Gm9967,lncRNA,2193,0,0.0,0.0,0.0
23493,ENSMUSG00000042675.16,Ypel3,protein_coding,1848,0,0.0,0.0,0.0
23494,ENSMUSG00000030699.17,Tbx6,protein_coding,1804,0,0.0,0.0,0.0
23495,ENSMUSG00000030697.8,Ppp4c,protein_coding,4281,13,3.0366736743751463,74.38748127048525,6.236253066544791
23496,ENSMUSG00000030695.17,Aldoa,protein_coding,2911,50,17.17622810030917,420.7552352072342,8.720262166433715
23497,ENSMUSG00000058966.14,Tlcd3b,protein_coding,3935,0,0.0,0.0,0.0
23498,ENSMUSG00000114515.3,Aldoa,protein_coding,799,0,0.0,0.0,0.0
23499,ENSMUSG00000108423.2,Gm44856,processed_pseudogene,304,0,0.0,0.0,0.0
23500,ENSMUSG00000045989.5,4930451I11Rik,protein_coding,508,0,0.0,0.0,0.0
23501,ENSMUSG00000108583.2,Gm44854,lncRNA,2340,0,0.0,0.0,0.0
23502,ENSMUSG00000052301.15,Doc2a,protein_coding,2803,0,0.0,0.0,0.0
23503,ENSMUSG00000030689.16,Ino80e,protein_coding,7644,12,1.5698587127158556,38.455839550651774,5.302166932953707
23504,ENSMUSG00000042606.10,Hirip3,protein_coding,3265,0,0.0,0.0,0.0
23505,ENSMUSG00000059981.13,Taok2,protein_coding,9316,11,1.1807642765135251,28.924438356742908,4.903252264778089
23506,ENSMUSG00000060538.15,Tmem219,protein_coding,2292,0,0.0,0.0,0.0
23507,ENSMUSG00000093768.2,Gm20650,lncRNA,198,0,0.0,0.0,0.0
23508,ENSMUSG00000064734.3,Gm23445,snRNA,107,0,0.0,0.0,0.0
23509,ENSMUSG00000030685.6,Kctd13,protein_coding,2487,0,0.0,0.0,0.0
23510,ENSMUSG00000108543.2,Gm44735,TEC,1752,0,0.0,0.0,0.0
23511,ENSMUSG00000095334.3,Gm21984,lncRNA,822,0,0.0,0.0,0.0
23512,ENSMUSG00000046378.12,Asphd1,protein_coding,1672,0,0.0,0.0,0.0
23513,ENSMUSG00000030683.12,Sez6l2,protein_coding,4210,1,0.23752969121140144,5.8186151529133445,2.769478760525615
23514,ENSMUSG00000097075.4,Cdiptos,protein_coding,2591,0,0.0,0.0,0.0
23515,ENSMUSG00000030682.5,Cdipt,protein_coding,2592,8,3.0864197530864197,75.60607961038635,6.259386986720399
23516,ENSMUSG00000030681.19,Mvp,protein_coding,7627,1,0.1311131506490101,3.2117962231237946,2.0744356369807817
23517,ENSMUSG00000092534.9,Pagr1b,protein_coding,693,0,0.0,0.0,0.0
23518,ENSMUSG00000030680.7,Pagr1a,protein_coding,1430,0,0.0,0.0,0.0
23519,ENSMUSG00000107068.2,Gm42742,protein_coding,4508,0,0.0,0.0,0.0
23520,ENSMUSG00000045114.11,Prrt2,protein_coding,3159,0,0.0,0.0,0.0
23521,ENSMUSG00000030678.8,Maz,protein_coding,2976,36,12.096774193548388,296.3270539568369,8.215906930630785
23522,ENSMUSG00000030677.9,Kif22,protein_coding,4903,11,2.2435243728329595,54.95820267824127,5.8062777202057925
23523,ENSMUSG00000108617.2,Gm31749,lncRNA,598,0,0.0,0.0,0.0
23524,ENSMUSG00002076342.1,7SK,misc_RNA,246,0,0.0,0.0,0.0
23525,ENSMUSG00002075111.1,ENSMUSG00002075111,miRNA,90,0,0.0,0.0,0.0
23526,ENSMUSG00000049350.7,Zg16,protein_coding,1257,0,0.0,0.0,0.0
23527,ENSMUSG00000108327.2,Gm44939,lncRNA,814,0,0.0,0.0,0.0
23528,ENSMUSG00000118675.1,U6,snRNA,107,0,0.0,0.0,0.0
23529,ENSMUSG00000045165.7,AI467606,protein_coding,1932,0,0.0,0.0,0.0
23530,ENSMUSG00000030674.6,Qprt,protein_coding,2645,0,0.0,0.0,0.0
23531,ENSMUSG00000051457.8,Spn,protein_coding,4681,0,0.0,0.0,0.0
23532,ENSMUSG00000108362.2,Gm18561,processed_pseudogene,804,0,0.0,0.0,0.0
23533,ENSMUSG00000108717.2,Gm44940,TEC,1247,0,0.0,0.0,0.0
23534,ENSMUSG00000092905.5,Gm25735,misc_RNA,215,0,0.0,0.0,0.0
23535,ENSMUSG00000042502.11,Cd2bp2,protein_coding,4003,11,2.747939045715713,67.31453103457831,6.094120578553233
23536,ENSMUSG00000042492.13,Tbc1d10b,protein_coding,4696,8,1.7035775127768313,41.73146472532398,5.417226864650221
23537,ENSMUSG00000030672.13,Mylpf,protein_coding,1062,0,0.0,0.0,0.0
23538,ENSMUSG00000000486.14,Septin1,protein_coding,2763,0,0.0,0.0,0.0
23539,ENSMUSG00000045598.11,Zfp553,protein_coding,3976,4,1.0060362173038229,24.644235204995145,4.680562640957374
23540,ENSMUSG00000054716.5,Zfp771,protein_coding,2009,3,1.4932802389248383,36.57994493842485,5.231891047831611
23541,ENSMUSG00000042462.5,Dctpp1,protein_coding,676,3,4.437869822485207,108.71170026818866,6.777573580773592
23542,ENSMUSG00000049091.8,Sephs2,protein_coding,2177,2,0.9186954524575103,22.50470353124959,4.554877578580323
23543,ENSMUSG00000108806.2,Gm44729,TEC,2052,0,0.0,0.0,0.0
23544,ENSMUSG00000090460.4,Gm17511,processed_pseudogene,342,0,0.0,0.0,0.0
23545,ENSMUSG00000108760.2,Gm31897,lncRNA,866,0,0.0,0.0,0.0
23546,ENSMUSG00000030830.19,Itgal,protein_coding,6569,0,0.0,0.0,0.0
23547,ENSMUSG00000047371.8,Zfp768,protein_coding,2522,3,1.189532117367169,29.13921862858665,4.9135701098564235
23548,ENSMUSG00000054381.6,Zfp747,protein_coding,2824,0,0.0,0.0,0.0
23549,ENSMUSG00000030823.7,9130019O22Rik,protein_coding,3878,0,0.0,0.0,0.0
23550,ENSMUSG00000078580.4,E430018J23Rik,protein_coding,3334,0,0.0,0.0,0.0
23551,ENSMUSG00000074184.6,Smt3h2-ps2,processed_pseudogene,288,0,0.0,0.0,0.0
23552,ENSMUSG00000045757.7,Zfp764,protein_coding,2508,1,0.39872408293460926,9.767292581246084,3.4285836269751524
23553,ENSMUSG00000108663.2,Gm33080,processed_pseudogene,172,0,0.0,0.0,0.0
23554,ENSMUSG00000045251.14,Zfp688,protein_coding,2734,0,0.0,0.0,0.0
23555,ENSMUSG00000108483.2,Gm45184,lncRNA,955,0,0.0,0.0,0.0
23556,ENSMUSG00000048921.12,Zfp689,protein_coding,3621,1,0.27616680475006905,6.765084173920237,2.9570015635873483
23557,ENSMUSG00000086502.2,B130055M24Rik,lncRNA,1988,0,0.0,0.0,0.0
23558,ENSMUSG00000108465.2,Gm45110,TEC,1402,0,0.0,0.0,0.0
23559,ENSMUSG00000030822.16,Prr14,protein_coding,4455,11,2.4691358024691357,60.484863688309076,5.94215938713576
23560,ENSMUSG00000042423.10,Fbrs,protein_coding,4870,13,2.6694045174537986,65.39072018869554,6.0529096968005245
23561,ENSMUSG00000098267.3,Mir7060,miRNA,137,0,0.0,0.0,0.0
23562,ENSMUSG00002075536.1,ENSMUSG00002075536,miRNA,91,0,0.0,0.0,0.0
23563,ENSMUSG00000101225.2,1700008J07Rik,lncRNA,2432,0,0.0,0.0,0.0
23564,ENSMUSG00000053877.13,Srcap,protein_coding,15783,6,0.38015586390420075,9.312438621465569,3.3663136275044088
23565,ENSMUSG00000107023.3,Gm42715,protein_coding,12746,1,0.07845598619174643,1.921886850287555,1.5469003110333632
23566,ENSMUSG00000065259.3,Snora30,snoRNA,130,0,0.0,0.0,0.0
23567,ENSMUSG00000101845.2,Gm28198,lncRNA,471,0,0.0,0.0,0.0
23568,ENSMUSG00000106715.4,Tmem265,protein_coding,1263,0,0.0,0.0,0.0
23569,ENSMUSG00000030815.12,Phkg2,protein_coding,4000,0,0.0,0.0,0.0
23570,ENSMUSG00000057176.5,Ccdc189,protein_coding,3426,1,0.29188558085230587,7.150137126026029,3.0268243328864717
23571,ENSMUSG00000030816.9,Rnf40,protein_coding,5621,11,1.9569471624266144,47.93810135766179,5.6128862254215335
23572,ENSMUSG00000108677.2,Gm44759,lncRNA,430,0,0.0,0.0,0.0
23573,ENSMUSG00000099579.2,1700120K04Rik,lncRNA,546,0,0.0,0.0,0.0
23574,ENSMUSG00000045639.15,Zfp629,protein_coding,6723,3,0.4462293618920125,10.930999461742607,3.576642997778262
23575,ENSMUSG00000108766.2,Gm44760,TEC,1173,0,0.0,0.0,0.0
23576,ENSMUSG00000030814.18,Bcl7c,protein_coding,7222,1,0.13846579894765992,3.3919094148110185,2.134848298388956
23577,ENSMUSG00000108801.2,Gm39090,lncRNA,1169,1,0.8554319931565441,20.95497843778031,4.456476212466247
23578,ENSMUSG00000076454.3,Mir762,miRNA,76,0,0.0,0.0,0.0
23579,ENSMUSG00000042340.7,Ctf1,protein_coding,1824,0,0.0,0.0,0.0
23580,ENSMUSG00000060034.6,Ctf2,protein_coding,1875,0,0.0,0.0,0.0
23581,ENSMUSG00000030811.15,Fbxl19,protein_coding,4542,2,0.44033465433729635,10.786600525656176,3.559075773173642
23582,ENSMUSG00000043964.15,Orai3,protein_coding,2141,2,0.9341429238673516,22.883110503283675,4.577918838333713
23583,ENSMUSG00000042308.15,Setd1a,protein_coding,6795,14,2.060338484179544,50.47081340878771,5.685682676956807
23584,ENSMUSG00000108815.2,Gm49388,protein_coding,5240,0,0.0,0.0,0.0
23585,ENSMUSG00000108402.2,9430064I24Rik,TEC,2669,1,0.37467216185837393,9.17810782831217,3.3473974755111424
23586,ENSMUSG00000042289.12,Hsd3b7,protein_coding,2769,0,0.0,0.0,0.0
23587,ENSMUSG00000030806.7,Stx1b,protein_coding,4802,0,0.0,0.0,0.0
23588,ENSMUSG00000108808.2,Gm45204,TEC,1354,0,0.0,0.0,0.0
23589,ENSMUSG00000030805.15,Stx4a,protein_coding,2364,1,0.4230118443316413,10.362254565890515,3.5061772262355126
23590,ENSMUSG00000049728.15,Zfp668,protein_coding,6778,1,0.14753614635585718,3.614099999080138,2.206049271167335
23591,ENSMUSG00000049739.11,Zfp646,protein_coding,9723,2,0.20569782988789467,5.038850106708871,2.5942738635762725
23592,ENSMUSG00000044139.13,Prss53,protein_coding,2134,0,0.0,0.0,0.0
23593,ENSMUSG00000030804.9,Gm21974,protein_coding,2037,0,0.0,0.0,0.0
23594,ENSMUSG00000096145.3,Vkorc1,protein_coding,840,1,1.1904761904761905,29.162344992577594,4.914676691187843
23595,ENSMUSG00000108479.2,2200002A13Rik,TEC,709,0,0.0,0.0,0.0
23596,ENSMUSG00000030802.15,Bckdk,protein_coding,3695,3,0.8119079837618404,19.888798208740337,4.384657587380212
23597,ENSMUSG00000030801.11,Kat8,protein_coding,2891,3,1.0377032168799722,25.41996173687151,4.723556472067648
23598,ENSMUSG00000030800.11,Prss8,protein_coding,1852,0,0.0,0.0,0.0
23599,ENSMUSG00000070371.12,Prss36,protein_coding,3221,0,0.0,0.0,0.0
23600,ENSMUSG00000030795.19,Fus,protein_coding,11695,25,2.1376656690893543,52.365048725449284,5.73782325741077
23601,ENSMUSG00000030793.5,Pycard,protein_coding,3800,0,0.0,0.0,0.0
23602,ENSMUSG00000108353.2,Gm45205,TEC,3330,0,0.0,0.0,0.0
23603,ENSMUSG00000087530.3,Gm15533,lncRNA,3292,0,0.0,0.0,0.0
23604,ENSMUSG00000042828.13,Trim72,protein_coding,2233,0,0.0,0.0,0.0
23605,ENSMUSG00000108437.2,Gm19366,processed_pseudogene,156,0,0.0,0.0,0.0
23606,ENSMUSG00000108696.2,Gm5738,processed_pseudogene,779,0,0.0,0.0,0.0
23607,ENSMUSG00000108381.2,Gm9299,processed_pseudogene,1140,0,0.0,0.0,0.0
23608,ENSMUSG00000064677.3,Gm22809,snRNA,156,0,0.0,0.0,0.0
23609,ENSMUSG00000030786.19,Itgam,protein_coding,5024,0,0.0,0.0,0.0
23610,ENSMUSG00000108596.2,Gm49368,protein_coding,4803,0,0.0,0.0,0.0
23611,ENSMUSG00000108578.2,Gm45700,processed_pseudogene,347,0,0.0,0.0,0.0
23612,ENSMUSG00000030789.10,Itgax,protein_coding,4803,0,0.0,0.0,0.0
23613,ENSMUSG00000108729.2,Gm17831,processed_pseudogene,900,0,0.0,0.0,0.0
23614,ENSMUSG00000070369.14,Itgad,protein_coding,4510,0,0.0,0.0,0.0
23615,ENSMUSG00000108531.2,Gm39091,lncRNA,553,0,0.0,0.0,0.0
23616,ENSMUSG00000108354.2,4931431B13Rik,lncRNA,1437,0,0.0,0.0,0.0
23617,ENSMUSG00000030785.9,Cox6a2,protein_coding,680,0,0.0,0.0,0.0
23618,ENSMUSG00000108604.2,Gm44850,lncRNA,1329,0,0.0,0.0,0.0
23619,ENSMUSG00000062944.5,9130023H24Rik,protein_coding,3574,3,0.8393956351426973,20.562145881727908,4.4304288582686535
23620,ENSMUSG00000042178.7,Armc5,protein_coding,3849,6,1.5588464536243178,38.18607917968071,5.292269324091621
23621,ENSMUSG00000030782.18,Tgfb1i1,protein_coding,5585,27,4.834377797672337,118.42470625454966,6.899957518033552
23622,ENSMUSG00000030781.14,Slc5a2,protein_coding,2897,0,0.0,0.0,0.0
23623,ENSMUSG00000030780.16,Rusf1,protein_coding,5526,5,0.9048136083966704,22.16464874571587,4.533852901296715
23624,ENSMUSG00000093215.3,Mir3103,miRNA,67,0,0.0,0.0,0.0
23625,ENSMUSG00000108608.2,Gm6916,transcribed_processed_pseudogene,828,0,0.0,0.0,0.0
23626,ENSMUSG00000108636.2,Gm44650,unprocessed_pseudogene,194,0,0.0,0.0,0.0
23627,ENSMUSG00000030844.12,Rgs10,protein_coding,1711,1,0.5844535359438925,14.316989943755217,3.937060905212443
23628,ENSMUSG00000084964.3,Gm15503,lncRNA,2176,0,0.0,0.0,0.0
23629,ENSMUSG00000030846.16,Tial1,protein_coding,6903,10,1.4486455164421268,35.48655627084627,5.189293085617229
23630,ENSMUSG00000108668.2,Gm32816,lncRNA,1539,0,0.0,0.0,0.0
23631,ENSMUSG00002075535.1,ENSMUSG00002075535,miRNA,125,0,0.0,0.0,0.0
23632,ENSMUSG00000108626.2,Gm40457,lncRNA,1174,0,0.0,0.0,0.0
23633,ENSMUSG00000030847.9,Bag3,protein_coding,2562,34,13.27088212334114,325.0884359828322,8.34911946972637
23634,ENSMUSG00000108614.2,2610306O10Rik,TEC,612,0,0.0,0.0,0.0
23635,ENSMUSG00000108795.2,Gm45121,lncRNA,1153,0,0.0,0.0,0.0
23636,ENSMUSG00000096557.3,Gm7258,processed_pseudogene,300,0,0.0,0.0,0.0
23637,ENSMUSG00000042105.19,Inpp5f,protein_coding,8323,3,0.3604469542232368,8.829641881688758,3.2971388565533344
23638,ENSMUSG00000107062.2,Gm43580,processed_pseudogene,284,0,0.0,0.0,0.0
23639,ENSMUSG00000081339.2,Gm16044,processed_pseudogene,450,0,0.0,0.0,0.0
23640,ENSMUSG00000048170.15,Mcmbp,protein_coding,5107,18,3.5245741139612297,86.33927086112654,6.4485585819314775
23641,ENSMUSG00000108388.2,Gm44673,TEC,996,0,0.0,0.0,0.0
23642,ENSMUSG00000108648.2,Gm44674,lncRNA,415,0,0.0,0.0,0.0
23643,ENSMUSG00002075186.1,U6,snRNA,102,0,0.0,0.0,0.0
23644,ENSMUSG00000108720.2,Gm44672,lncRNA,1098,0,0.0,0.0,0.0
23645,ENSMUSG00000055319.9,Sec23ip,protein_coding,8907,5,0.5613562366677893,13.751189959450532,3.8827594344026775
23646,ENSMUSG00002076334.1,5S_rRNA,rRNA,118,0,0.0,0.0,0.0
23647,ENSMUSG00000108600.2,Gm32884,lncRNA,732,0,0.0,0.0,0.0
23648,ENSMUSG00002075006.1,ENSMUSG00002075006,miRNA,121,0,0.0,0.0,0.0
23649,ENSMUSG00000108540.2,Gm4768,processed_pseudogene,686,0,0.0,0.0,0.0
23650,ENSMUSG00000108785.2,Gm4259,processed_pseudogene,758,0,0.0,0.0,0.0
23651,ENSMUSG00000070366.6,Plpp4,protein_coding,1458,0,0.0,0.0,0.0
23652,ENSMUSG00000108713.2,Gm33027,lncRNA,4664,0,0.0,0.0,0.0
23653,ENSMUSG00000042055.14,Wdr11,protein_coding,10449,1,0.09570293808019906,2.3443745615623675,1.741736434693589
23654,ENSMUSG00000108580.2,Gm39094,lncRNA,646,0,0.0,0.0,0.0
23655,ENSMUSG00000108481.2,Gm33248,lncRNA,758,0,0.0,0.0,0.0
23656,ENSMUSG00000108576.2,Gm44778,lncRNA,668,0,0.0,0.0,0.0
23657,ENSMUSG00000108504.2,Gm4265,lncRNA,674,0,0.0,0.0,0.0
23658,ENSMUSG00000065763.3,Gm23847,snRNA,110,0,0.0,0.0,0.0
23659,ENSMUSG00000030849.19,Fgfr2,protein_coding,10328,8,0.774593338497289,18.974724859616714,4.320103725880397
23660,ENSMUSG00000082988.4,Gm5903,processed_pseudogene,2325,0,0.0,0.0,0.0
23661,ENSMUSG00000030850.18,Ate1,protein_coding,5579,5,0.8962179602079227,21.954086569067197,4.520679117724102
23662,ENSMUSG00000108940.2,Gm45719,TEC,1662,0,0.0,0.0,0.0
23663,ENSMUSG00000109016.2,Gm44647,lncRNA,428,0,0.0,0.0,0.0
23664,ENSMUSG00000099422.5,Gm4275,transcribed_unitary_pseudogene,2006,0,0.0,0.0,0.0
23665,ENSMUSG00002076006.1,ENSMUSG00002076006,misc_RNA,76,0,0.0,0.0,0.0
23666,ENSMUSG00000040331.17,Nsmce4a,protein_coding,5044,2,0.39651070578905634,9.713072876195552,3.4213004486811953
23667,ENSMUSG00000030852.19,Tacc2,protein_coding,15793,16,1.0131070727537517,24.817445494854862,4.690274355244967
23668,ENSMUSG00000109225.2,4930513N20Rik,TEC,1265,0,0.0,0.0,0.0
23669,ENSMUSG00000109104.2,Gm6108,processed_pseudogene,367,0,0.0,0.0,0.0
23670,ENSMUSG00000050189.5,Etos1,lncRNA,2015,0,0.0,0.0,0.0
23671,ENSMUSG00000040298.7,Btbd16,protein_coding,3722,0,0.0,0.0,0.0
23672,ENSMUSG00000086108.3,Gm5602,lncRNA,1763,0,0.0,0.0,0.0
23673,ENSMUSG00000040268.18,Plekha1,protein_coding,8527,5,0.5863726984871585,14.364002459109406,3.941482194781804
23674,ENSMUSG00000104914.3,Mir7061,miRNA,68,0,0.0,0.0,0.0
23675,ENSMUSG00000006205.14,Htra1,protein_coding,2879,0,0.0,0.0,0.0
23676,ENSMUSG00000047517.14,Dmbt1,protein_coding,7718,0,0.0,0.0,0.0
23677,ENSMUSG00000013668.10,4933402N03Rik,protein_coding,1826,0,0.0,0.0,0.0
23678,ENSMUSG00000100759.7,1700029B22Rik,lncRNA,699,0,0.0,0.0,0.0
23679,ENSMUSG00000006204.8,Cdcp3,protein_coding,9202,1,0.10867202782003912,2.6620701797180155,1.8726594391311515
23680,ENSMUSG00000118585.2,Gm52996,unprocessed_pseudogene,132,0,0.0,0.0,0.0
